ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2008,22,PI,Piauí,3144436,888475,2036687,312716,219274,47607,0.282554645729791,0.647711386080047,0.0994505850969776,0.0697339681901619,0.0151400759945504
2009,22,PI,Piauí,3164490,876994,2061435,323181,226061,49442,0.277135968197087,0.651427244200487,0.102127357014874,0.0714367876024257,0.0156240026038951
2010,22,PI,Piauí,3181697,864305,2084060,333979,233332,51216,0.271649060234208,0.655015232437281,0.104968826384159,0.0733357073285105,0.016097070211274
2011,22,PI,Piauí,3196841,851211,2104563,345028,241067,52916,0.266266292255386,0.658325828528851,0.107927794970097,0.0754078792157633,0.0165525905104445
2012,22,PI,Piauí,3211704,837409,2124962,356475,249333,54666,0.260736668136292,0.661630710675704,0.110992482495274,0.0776326211880049,0.0170208711637187
2013,22,PI,Piauí,3225625,821775,2145730,368370,258120,56544,0.254764580507654,0.665213718271653,0.114201123813214,0.0800217012206937,0.0175296260414648
2014,22,PI,Piauí,3239971,806272,2166385,380674,267314,58605,0.248851610091572,0.668643330449563,0.11749302694376,0.0825050594588655,0.018088124862846
2015,22,PI,Piauí,3255812,792681,2186347,393299,276784,60848,0.243466453222729,0.671521267198475,0.120799051050859,0.0850122795787963,0.0186890397848524
2016,22,PI,Piauí,3271094,779163,2205351,406245,286580,63333,0.238196456598312,0.674193710116554,0.124192395571634,0.0876098332851334,0.0193614124204318
2017,22,PI,Piauí,3285746,765790,2223267,419506,296689,66021,0.233064272162243,0.676639947214423,0.127674506793891,0.0902957806233348,0.0200931538834712
2018,22,PI,Piauí,3302227,754774,2240463,433162,306990,68759,0.228565147096187,0.678470317152637,0.131172690429822,0.0929645357511764,0.0208220089048996
2019,22,PI,Piauí,3320228,744732,2258008,447435,317488,71465,0.224301463634425,0.680076187538928,0.134760323688614,0.0956223488266468,0.0215241242468891
2020,22,PI,Piauí,3335863,733618,2274668,461629,327577,73833,0.21991850384743,0.681882919052731,0.138383680624774,0.0981985770998389,0.0221331031879906
2021,22,PI,Piauí,3347856,722262,2288964,475073,336630,75564,0.215738669763574,0.683710410483605,0.141903654159558,0.100550919752821,0.022570863262936
2022,22,PI,Piauí,3357043,710555,2300567,489298,345921,77194,0.211660976639263,0.685295660496455,0.145752675792357,0.103043362864283,0.0229946414150787
2023,22,PI,Piauí,3365881,698615,2310208,506024,357058,79552,0.207557842954044,0.686360569491316,0.150339242534124,0.10608158755464,0.0236348225026375
2024,22,PI,Piauí,3375646,687582,2318428,524453,369636,82658,0.203689012414216,0.686810169075786,0.155363743710093,0.109500818509998,0.0244865723479298
2025,22,PI,Piauí,3384547,677528,2324085,543292,382934,86151,0.200182771874641,0.686675351236074,0.160521334169684,0.113141876889285,0.025454218836376
2026,22,PI,Piauí,3392617,667194,2328461,562038,396962,89970,0.196660572059858,0.686331819949025,0.165665030859658,0.117007607991117,0.0265193506959377
2027,22,PI,Piauí,3399915,656937,2331367,580350,411611,94020,0.193221595245763,0.685713319303571,0.170695443856685,0.121065085450666,0.0276536325172835
2028,22,PI,Piauí,3406484,647930,2331621,598118,426933,98202,0.190204915097209,0.684465566255412,0.175582213214564,0.12532951864738,0.0288279645523067
2029,22,PI,Piauí,3412351,638323,2331094,615515,442934,102502,0.187062526686147,0.683134296559762,0.180378571840939,0.129803176754091,0.0300385276895607
2030,22,PI,Piauí,3417554,626702,2331569,632754,459283,106928,0.183377351169872,0.682233258055323,0.185148208338478,0.134389390774806,0.031287874310106
2031,22,PI,Piauí,3421999,615188,2331313,650107,475498,111471,0.179774453470033,0.681272262206973,0.189978722962806,0.138953284322994,0.0325748195718351
2032,22,PI,Piauí,3425597,603721,2330621,667800,491255,116136,0.176238185635964,0.680354694378819,0.194944122148636,0.143407119985217,0.0339024117547978
2033,22,PI,Piauí,3428371,590382,2331552,685804,506437,120890,0.172204816806582,0.680075756095242,0.200037860546598,0.147719427098176,0.0352616446703113
2034,22,PI,Piauí,3430332,576716,2332400,704123,521216,125760,0.168122502428336,0.679934187128243,0.205263805369276,0.151943310443421,0.036661174486901
2035,22,PI,Piauí,3431500,564555,2331157,722992,535788,130778,0.164521346349993,0.679340521637768,0.210692699985429,0.15613813201224,0.0381110301617369
2036,22,PI,Piauí,3431896,552971,2328499,742686,550426,135877,0.161126968882507,0.678487634823433,0.216406907435423,0.16038539629406,0.0395924002359046
2037,22,PI,Piauí,3431512,542361,2323801,763372,565350,141050,0.158053068151882,0.677194484530434,0.222459370679747,0.164752447317684,0.0411043295200483
2038,22,PI,Piauí,3430344,532975,2316851,785067,580518,146381,0.155370715007008,0.675399027036356,0.228859554610266,0.169230257956636,0.0426723967042372
2039,22,PI,Piauí,3428417,523682,2308799,807625,595936,152018,0.152747463333661,0.673430040744752,0.235567902037588,0.173822495921587,0.0443405805069803
2040,22,PI,Piauí,3425745,514918,2298979,830824,611848,158080,0.150308327093815,0.671088770471824,0.242523597056991,0.178602902434361,0.0461447072096726
2041,22,PI,Piauí,3422293,506625,2287166,854309,628502,164571,0.14803671105893,0.668313905326049,0.249630583938897,0.183649383615021,0.0480879340255203
2042,22,PI,Piauí,3418013,498737,2273199,877767,646077,171404,0.145914307523114,0.665064468742512,0.256806220456154,0.189021223734374,0.0501472639220506
2043,22,PI,Piauí,3412909,491208,2257120,901127,664581,178596,0.143926486173525,0.661347841386922,0.264034874647991,0.194725672439552,0.0523295522968822
2044,22,PI,Piauí,3406996,484016,2239088,924302,683892,186149,0.142065326757061,0.657203002292929,0.271295299436806,0.20073167095001,0.0546372816404833
2045,22,PI,Piauí,3400260,477114,2219379,946922,703767,193809,0.140316916941646,0.652708616399922,0.278485174663114,0.206974466658432,0.0569982883661838
2046,22,PI,Piauí,3392697,470449,2198375,968550,723873,201239,0.138665197628907,0.647972689574106,0.285480843116848,0.213362112796987,0.0593153470528019
2047,22,PI,Piauí,3384313,463985,2176420,988873,743908,208210,0.137098725797525,0.643090636120241,0.292193127526916,0.219810638082234,0.0615220873483038
2048,22,PI,Piauí,3375106,457700,2153592,1007742,763814,214651,0.135610555638845,0.63808129285421,0.298580844571993,0.226308151506945,0.0635982988386143
2049,22,PI,Piauí,3365093,451573,2130021,1025206,783499,220704,0.134193319471408,0.632975373934688,0.304659039140969,0.232831306593904,0.0655863002894719
2050,22,PI,Piauí,3354276,445574,2106081,1041352,802621,226535,0.132837607877229,0.627879458935401,0.310455072868184,0.23928293318737,0.0675361836652679
2051,22,PI,Piauí,3342637,439681,2082192,1056343,820764,232346,0.131537166614263,0.622918970860431,0.31602085419386,0.245543862525306,0.0695097912217211
2052,22,PI,Piauí,3330186,433887,2058679,1070319,837620,238314,0.130289118986147,0.618187392536032,0.32139916509168,0.251523488477821,0.0715617686219328
2053,22,PI,Piauí,3316936,428194,2035687,1083225,853055,244423,0.129093235443795,0.613725136692417,0.326573982735874,0.257181627863788,0.0736893928613636
2054,22,PI,Piauí,3302889,422569,2013194,1095070,867126,250692,0.127939207160761,0.609525176292633,0.331549137739718,0.262535616546605,0.0759008250050183
2055,22,PI,Piauí,3288048,416997,1991121,1106107,879930,257300,0.126822053692647,0.605563239952701,0.33640232745994,0.267614706354652,0.078253115526294
2056,22,PI,Piauí,3272404,411477,1969305,1116703,891622,264437,0.125741503799653,0.601791526963052,0.341248513325372,0.272466969237295,0.0808081764965451
2057,22,PI,Piauí,3255978,406030,1947601,1127087,902347,272236,0.12470293103946,0.598161596914967,0.346159279945995,0.277135472045573,0.083611130050633
2058,22,PI,Piauí,3238784,400656,1926059,1137322,912069,280703,0.123705687072679,0.594685845057898,0.351157100936648,0.281608467869423,0.0866692561158756
2059,22,PI,Piauí,3220816,395319,1904709,1147281,920788,289728,0.122738771789509,0.591374670269894,0.356208178300157,0.285886557940596,0.0899548437414618
2060,22,PI,Piauí,3202092,390019,1883315,1156704,928758,299132,0.121801309893657,0.588151433500349,0.361233843374894,0.290047256605994,0.0934176781928814
2061,22,PI,Piauí,3182626,384774,1861517,1165315,936335,308660,0.120898277083138,0.584899702321291,0.366148897168565,0.294202020595571,0.0969828060224481
2062,22,PI,Piauí,3162435,379606,1839094,1173075,943735,318063,0.120035984929335,0.5815436522806,0.370940430396198,0.298420362790065,0.10057534779371
2063,22,PI,Piauí,3141533,374511,1816021,1179937,951001,327281,0.119212817436583,0.578068414369672,0.375592744052028,0.302718768193745,0.104178756040443
2064,22,PI,Piauí,3119925,369488,1792434,1185867,958003,336235,0.118428487864292,0.574511887304983,0.380094713815236,0.307059624830725,0.107770218835389
2065,22,PI,Piauí,3097637,364539,1768606,1190865,964492,344675,0.117682930569334,0.570953278256942,0.384443044811255,0.311363791173724,0.111270300554907
2066,22,PI,Piauí,3074698,359681,1744799,1194936,970218,352292,0.116980919752119,0.56747004096012,0.388635241574945,0.315549039287761,0.114577756904906
2067,22,PI,Piauí,3051141,354924,1721063,1197677,975154,358874,0.116325007595519,0.564071932434457,0.392534137229318,0.319603059970024,0.11761960525587
2068,22,PI,Piauí,3026994,350269,1697448,1198816,979277,364341,0.115715128606135,0.560770189831893,0.396041749669804,0.323514681561972,0.120363965042547
2069,22,PI,Piauí,3002304,345738,1673989,1198564,982577,368761,0.115157558994692,0.557568121016393,0.399214736415766,0.327274319988915,0.122826002963058
2070,22,PI,Piauí,2977122,341339,1650704,1196470,985079,372247,0.114654018209533,0.554463001516229,0.401888132229717,0.330882980274238,0.125035856777116
2000,23,CE,Ceará,7711598,2571009,4642742,706409,497847,106349,0.333395101767494,0.602046683450045,0.0916034523583828,0.0645582147824614,0.0137907862935801
2001,23,CE,Ceará,7815114,2554200,4750105,722911,510809,110733,0.326828245883553,0.607810071612519,0.0925016576853517,0.0653616825039276,0.0141690831381346
2002,23,CE,Ceará,7911267,2531627,4854865,738424,524775,114834,0.320002725227198,0.613664663321311,0.0933382731236349,0.0663326114514906,0.0145152476840941
2003,23,CE,Ceará,8000590,2504363,4957114,753549,539113,118812,0.313022289606142,0.619593554975321,0.0941866787324435,0.0673841554185379,0.0148504047826473
2004,23,CE,Ceará,8085167,2473624,5057972,769853,553571,122987,0.305945937789535,0.625586583431115,0.0952179466422895,0.0684674787793499,0.0152114359542604
2005,23,CE,Ceará,8166770,2440328,5158442,788488,568000,127531,0.298811892584216,0.631637967029805,0.0965483293884853,0.0695501403859788,0.0156158432281061
2006,23,CE,Ceará,8248964,2407559,5258997,809900,582408,132524,0.291861984123097,0.637534240663434,0.0981820262520239,0.0706037752134692,0.0160655325929414
2007,23,CE,Ceará,8327037,2370990,5359160,833591,596887,137745,0.284733933570849,0.643585467435776,0.100106556509837,0.0716805989933754,0.0165418983967527
2008,23,CE,Ceará,8402114,2332212,5458183,858820,611719,142865,0.277574429482866,0.649620202725171,0.10221475214452,0.0728053677919628,0.0170034588914171
2009,23,CE,Ceará,8474592,2291494,5555325,885143,627773,147746,0.270395790145413,0.65552713334164,0.104446680146962,0.074077076512946,0.0174339956425041
2010,23,CE,Ceará,8537726,2248550,5643917,911854,645259,152034,0.263366381165196,0.661056234411833,0.106802912157172,0.0755773844229716,0.0178073177799334
2011,23,CE,Ceará,8591799,2205311,5722104,939074,664384,155812,0.256676279321711,0.665996027141696,0.10929887908225,0.0773276935365923,0.0181349680084462
2012,23,CE,Ceará,8645927,2163296,5797535,967152,685096,159448,0.250209838690519,0.670551000488438,0.111862151970517,0.0792391608210433,0.018441978517746
2013,23,CE,Ceará,8701148,2122512,5871636,996012,707000,163280,0.243934708385606,0.674811645543783,0.114469033281585,0.0812536460706104,0.0187653399298575
2014,23,CE,Ceará,8757083,2084914,5942696,1025460,729473,167688,0.238083160796809,0.678615927244266,0.117100637278418,0.0833009119589251,0.019148842142983
2015,23,CE,Ceará,8816218,2054944,6009110,1055498,752164,172898,0.23308679526754,0.681597256329188,0.119722311766792,0.0853159484032722,0.0196113571601791
2016,23,CE,Ceará,8873158,2029674,6068410,1085864,775074,179092,0.228743137448922,0.683906451344606,0.122376272348582,0.0873504112064724,0.0201835693672985
2017,23,CE,Ceará,8924184,2005705,6120032,1116805,798447,186113,0.224749400057193,0.685780571086387,0.125143654590717,0.0894700288564198,0.0208549039329534
2018,23,CE,Ceará,8976628,1988656,6165454,1149351,822518,193556,0.221537084972219,0.686834076225505,0.12803816756136,0.0916288388022763,0.0215622169037193
2019,23,CE,Ceará,9035631,1976139,6212102,1184583,847390,200766,0.218705146325697,0.68751169674813,0.131101303273673,0.0937831569261737,0.0222193668599348
2020,23,CE,Ceará,9088929,1961284,6257876,1219446,869769,205846,0.215788240836737,0.68851632574091,0.134168283193762,0.0956954334223537,0.0226479929593465
2021,23,CE,Ceará,9129520,1940786,6299939,1253145,888795,208508,0.21258357504009,0.69006245673376,0.137262966727714,0.0973539682261499,0.0228388787143245
2022,23,CE,Ceará,9162955,1917746,6335176,1291745,910033,211384,0.209293399345517,0.691390059211248,0.140974718308668,0.0993165414432353,0.0230694137426191
2023,23,CE,Ceará,9196672,1891895,6367702,1336950,937075,216458,0.205715176098484,0.692391987014433,0.145373239363109,0.101892836887083,0.0235365575721304
2024,23,CE,Ceará,9233656,1867275,6397523,1387058,968858,223840,0.202224882538401,0.692848314903653,0.150217638603821,0.104926802557947,0.0242417521293841
2025,23,CE,Ceará,9268836,1843288,6421871,1438791,1003677,232389,0.198869415749723,0.692845466248405,0.155228876635642,0.108285118001872,0.0250720802482642
2026,23,CE,Ceará,9302211,1818165,6442438,1490940,1041608,241949,0.195455145018749,0.692570615738559,0.160278024224563,0.111974239242692,0.026009837876178
2027,23,CE,Ceará,9333972,1792217,6459585,1542631,1082170,252158,0.192010111022403,0.692051036793339,0.165270583627206,0.115938852184258,0.0270150799680993
2028,23,CE,Ceará,9364259,1766231,6474231,1593649,1123797,262654,0.188614069730451,0.691376754957333,0.17018420784816,0.120009175312216,0.028048562091245
2029,23,CE,Ceará,9393177,1738462,6487080,1644251,1167635,273307,0.185077104370545,0.690616178104597,0.175047377474096,0.124306717524859,0.0290963323697616
2030,23,CE,Ceará,9420821,1705243,6502665,1694556,1212913,284116,0.181007897294726,0.690243981920472,0.179873495101966,0.128748120784802,0.030158305735774
2031,23,CE,Ceará,9446663,1671392,6516779,1744742,1258492,295135,0.176929355900597,0.689849844331273,0.184694002527665,0.13322079976813,0.031242249247168
2032,23,CE,Ceará,9470145,1639858,6526762,1795000,1303525,306455,0.173160812215652,0.689193460079017,0.189543032340054,0.137645727705331,0.0323601169781455
2033,23,CE,Ceará,9491310,1604427,6539094,1845180,1347789,317986,0.169041681285302,0.688955897552603,0.194407305208659,0.142002421162095,0.0335028568237683
2034,23,CE,Ceará,9510236,1567272,6551433,1895413,1391531,329782,0.16479843402414,0.688882273794257,0.199302414787604,0.146319292181603,0.0346765316864902
2035,23,CE,Ceará,9526972,1534487,6557624,1946428,1434861,341907,0.16106765087585,0.688321955811353,0.204307097785109,0.150610393312797,0.0358883179251498
2036,23,CE,Ceará,9541491,1505498,6558073,1999055,1477920,354174,0.15778435466742,0.68732161461977,0.209511804811219,0.15489403071281,0.0371193558742549
2037,23,CE,Ceará,9553784,1480528,6552375,2053859,1520881,366645,0.154967707036291,0.685840814487746,0.214978588588563,0.159191478475963,0.0383769404876644
2038,23,CE,Ceará,9563890,1458833,6541456,2110979,1563601,379794,0.152535526861978,0.68397440790306,0.220723889547036,0.163490065234962,0.0397112472017139
2039,23,CE,Ceará,9571876,1437910,6527772,2170168,1606194,394373,0.150222380649311,0.681974150103909,0.226723371677611,0.167803469246781,0.0412012232502803
2040,23,CE,Ceará,9577740,1418440,6509942,2231031,1649358,410856,0.14809756790224,0.679695001117174,0.232939190247386,0.172207430980586,0.0428969673430266
2041,23,CE,Ceará,9581440,1400317,6487212,2292931,1693911,429261,0.146148908723532,0.67706023311736,0.239309644479327,0.176790858159108,0.0448013033531494
2042,23,CE,Ceará,9582905,1383290,6459212,2355322,1740403,449199,0.144349756154319,0.674034856862298,0.245783715898258,0.181615386983383,0.0468750342406608
2043,23,CE,Ceará,9582138,1367206,6425967,2418061,1788965,469531,0.142682770797081,0.670619333597575,0.252350884531198,0.186697895605344,0.049000651002939
2044,23,CE,Ceará,9579145,1351974,6387819,2481019,1839352,491037,0.141137230932406,0.666846466986354,0.259002134324097,0.19201630208124,0.0512610467844468
2045,23,CE,Ceará,9573883,1337459,6345244,2543653,1891180,513125,0.139698699054501,0.662765985337402,0.265686660261046,0.197535315608098,0.0535963307677773
2046,23,CE,Ceará,9566275,1323501,6298945,2605292,1943829,534950,0.138350716449193,0.658453264201583,0.272341324078599,0.203196019349224,0.0559204078912638
2047,23,CE,Ceará,9556257,1309975,6249504,2665424,1996778,555905,0.137080344323096,0.653969854515214,0.278919246311605,0.208949801161689,0.0581718344326654
2048,23,CE,Ceará,9543843,1296799,6197135,2723690,2049909,575873,0.13587807343436,0.649333292678851,0.28538713388307,0.21478863388679,0.0603397394529646
2049,23,CE,Ceará,9529006,1283874,6142018,2780048,2103114,595039,0.134733255493805,0.644560198618828,0.291745854709295,0.220706545887367,0.0624450231220339
2050,23,CE,Ceará,9511690,1271102,6084702,2834677,2155886,613503,0.133635768196819,0.63970777012287,0.298020330771924,0.226656461680311,0.0644998943405431
2051,23,CE,Ceará,9491856,1258397,6025859,2887927,2207600,631418,0.132576495050072,0.634845176749416,0.304253140797753,0.232578328200512,0.0665220795595719
2052,23,CE,Ceará,9469470,1245759,5965937,2939975,2257774,648943,0.131555303517515,0.630018047472562,0.31046880131623,0.238426649009923,0.0685300233275991
2053,23,CE,Ceará,9444569,1233136,5905351,2990772,2306082,666038,0.130565619246363,0.625264212691971,0.316665800207506,0.244170168061666,0.0705207405441159
2054,23,CE,Ceará,9417134,1220400,5844211,3039984,2352523,682836,0.129593568489097,0.620593377985277,0.322814138569123,0.249813053525627,0.0725099589747794
2055,23,CE,Ceará,9387137,1207458,5782366,3087278,2397313,699923,0.128628995187777,0.615988240077885,0.328883875882498,0.255382764734338,0.0745619244717532
2056,23,CE,Ceará,9354597,1194332,5719442,3132224,2440823,717929,0.12767327122697,0.611404425011575,0.334832596209115,0.260922303761455,0.0767461174436483
2057,23,CE,Ceará,9319600,1181062,5655263,3174478,2483275,737301,0.126728829563501,0.60681391905232,0.340623846517018,0.26645725138418,0.0791129447615777
2058,23,CE,Ceará,9282199,1167667,5589920,3213923,2524612,758158,0.125796376483633,0.602219366337653,0.346245862645263,0.271984257178714,0.0816787056601566
2059,23,CE,Ceará,9242377,1154061,5523805,3250388,2564511,780318,0.124866254644233,0.597660645091625,0.351683122209795,0.277473100264142,0.0844282807334087
2060,23,CE,Ceará,9200158,1140222,5457284,3283252,2602652,803527,0.12393504546335,0.593172856379206,0.35686908855261,0.282892098157445,0.0873383913624092
2061,23,CE,Ceará,9155613,1126261,5390745,3310661,2638607,827315,0.123013172356673,0.588791269355749,0.36159905404477,0.288195558287577,0.0903615082900511
2062,23,CE,Ceará,9108837,1112292,5324549,3332908,2671996,851274,0.122111307952925,0.584547621172714,0.365898302933733,0.293341070874361,0.0934558385444816
2063,23,CE,Ceará,9059905,1098387,5258835,3350627,2702683,875274,0.121236039450745,0.580451450649869,0.369830257602039,0.298312509899386,0.0966096222863264
2064,23,CE,Ceará,9008836,1084577,5193776,3364679,2730483,899231,0.120390358976454,0.576520207494065,0.373486541435542,0.303089433529481,0.0998165578771775
2065,23,CE,Ceará,8955680,1070904,5129995,3375841,2754781,922771,0.119578189484216,0.572820266021117,0.376949712361317,0.307601544494667,0.103037513622639
2066,23,CE,Ceará,8900516,1057467,5069261,3387129,2773788,945422,0.118809628565355,0.569546866720986,0.380554228541356,0.311643504713659,0.106221032578336
2067,23,CE,Ceará,8843427,1044325,5011289,3394844,2787813,966827,0.11809053209802,0.566668215839855,0.383883306776886,0.315241252062125,0.109327187299675
2068,23,CE,Ceará,8784477,1031525,4955465,3399863,2797487,986728,0.117425886595184,0.564116110725772,0.387030781684556,0.318458002679044,0.112326322898905
2069,23,CE,Ceará,8723744,1019142,4900923,3401609,2803679,1005128,0.116823923306324,0.561791244676598,0.389925357736311,0.321384832017079,0.11521750294369
2070,23,CE,Ceará,8661295,1007247,4846856,3399836,2807192,1022219,0.11629288691818,0.559599459434184,0.39253206362328,0.324107653647636,0.118021496785411
2000,24,RN,Rio Grande do Norte,2846263,903284,1752030,266366,190949,45205,0.317357882950381,0.615554500761173,0.0935844649633572,0.0670876162884456,0.0158822287329035
2001,24,RN,Rio Grande do Norte,2886371,897396,1794618,271379,194357,46747,0.310908057210941,0.621755831111108,0.0940208310019744,0.0673361116779513,0.0161957697052804
2002,24,RN,Rio Grande do Norte,2925058,890386,1836244,276400,198428,48104,0.304399434130879,0.627763278540118,0.0944938527714664,0.0678372873290034,0.0164454858672888
2003,24,RN,Rio Grande do Norte,2962562,882663,1876955,281696,202944,49388,0.297939081106151,0.633558048742946,0.0950852674138128,0.0685028701509032,0.0166707059632845
2004,24,RN,Rio Grande do Norte,2999247,874462,1917040,287764,207745,50698,0.291560515022604,0.639173765948586,0.0959454156326571,0.0692657190288096,0.0169035761309422
2005,24,RN,Rio Grande do Norte,3035448,865843,1956811,294999,212794,52157,0.285243891511237,0.64465311216005,0.0971846659867011,0.0701029963287133,0.0171826366322204
2006,24,RN,Rio Grande do Norte,3072555,857974,1996531,303564,218050,53807,0.279237963193499,0.649795040284063,0.0987985569013411,0.0709669965224382,0.0175121356655943
2007,24,RN,Rio Grande do Norte,3107299,847687,2036108,313232,223504,55556,0.272805095357737,0.655266197427412,0.100805233097941,0.0719287072148512,0.017879193473174
2008,24,RN,Rio Grande do Norte,3141098,837025,2074954,323464,229119,57203,0.266475289850874,0.660582382338915,0.102978003233264,0.0729423278102116,0.0182111478215579
2009,24,RN,Rio Grande do Norte,3174404,826842,2112341,333879,235221,58662,0.260471571986426,0.665429164025751,0.10517848389808,0.0740992639878226,0.0184796894157139
2010,24,RN,Rio Grande do Norte,3202809,815241,2145627,344114,241941,59827,0.254539374655186,0.669920373022556,0.107441311673597,0.0755402523222584,0.0186795403659725
2011,24,RN,Rio Grande do Norte,3227267,803229,2174646,354133,249392,60735,0.248888300844027,0.673835167651143,0.109731546847534,0.0772765315048306,0.0188193291723306
2012,24,RN,Rio Grande do Norte,3251725,791646,2202495,364227,257584,61570,0.243454166634632,0.677331262637523,0.112010394482928,0.0792145707278444,0.0189345654998501
2013,24,RN,Rio Grande do Norte,3275502,779703,2229545,374583,266254,62493,0.23804076443855,0.680672764052655,0.114358959328982,0.0812864715087947,0.0190789075995069
2014,24,RN,Rio Grande do Norte,3298890,768441,2255372,385457,275077,63708,0.232939261387921,0.683676024359709,0.116844453740501,0.0833847142523697,0.0193119503833107
2015,24,RN,Rio Grande do Norte,3322012,759095,2279215,396884,283702,65286,0.228504592999664,0.686094752216428,0.119470971206606,0.0854006547839081,0.0196525479137342
2016,24,RN,Rio Grande do Norte,3342283,749818,2300372,408859,292093,67286,0.224343061314676,0.688263680843304,0.122329258174727,0.08739325784202,0.0201317482690724
2017,24,RN,Rio Grande do Norte,3359217,740093,2318650,421450,300474,69676,0.220317115565919,0.690235254227399,0.12546078446257,0.0894476302066821,0.0207417383277115
2018,24,RN,Rio Grande do Norte,3375511,732584,2333888,434915,309039,72279,0.217029066117693,0.691417684611308,0.128844195738068,0.0915532492709993,0.0214127579498334
2019,24,RN,Rio Grande do Norte,3392434,726031,2348513,449383,317890,74745,0.214014775232178,0.692279643465429,0.132466246948356,0.0937055813023923,0.0220328531078276
2020,24,RN,Rio Grande do Norte,3407618,718147,2362752,464426,326719,76748,0.210747507496439,0.69337349432947,0.136290511436434,0.0958789981740911,0.0225224775781792
2021,24,RN,Rio Grande do Norte,3419382,708341,2375799,479720,335242,78135,0.207154684676939,0.694803622408962,0.140294357284445,0.0980416929140997,0.0228506203752608
2022,24,RN,Rio Grande do Norte,3427955,698877,2384692,496367,344386,79354,0.203875780166309,0.695660240580754,0.144799742120302,0.100463979252937,0.023149078678104
2023,24,RN,Rio Grande do Norte,3436278,687754,2392790,515158,355734,81266,0.200145040651542,0.696331903297696,0.149917439741488,0.103523056050762,0.0236494253375309
2024,24,RN,Rio Grande do Norte,3446071,675958,2400987,535876,369126,84082,0.196153242344688,0.69673172723371,0.155503470474056,0.107115030421602,0.0243993812083384
2025,24,RN,Rio Grande do Norte,3455236,665030,2406424,557142,383782,87437,0.192470210428463,0.696457202923331,0.161245715198614,0.111072586648206,0.0253056520596567
2026,24,RN,Rio Grande do Norte,3463737,653811,2410201,578419,399725,91341,0.188758846298088,0.695838338765328,0.166992759554204,0.115402814936584,0.0263706511204517
2027,24,RN,Rio Grande do Norte,3471617,641951,2412907,599320,416759,95630,0.184914119270645,0.695038363966993,0.172634250840458,0.120047516762362,0.0275462414200645
2028,24,RN,Rio Grande do Norte,3478949,630389,2414419,619734,434141,100053,0.181200989149309,0.694008161660318,0.178138282567523,0.124790849190373,0.0287595477829655
2029,24,RN,Rio Grande do Norte,3485788,618232,2415228,639785,452328,104430,0.177357888661043,0.692878626009384,0.183540995608454,0.129763485329573,0.0299587926747123
2030,24,RN,Rio Grande do Norte,3492168,604580,2416611,659544,470977,108672,0.17312454612722,0.692008803700166,0.188863766004385,0.134866650172615,0.0311187777907592
2031,24,RN,Rio Grande do Norte,3497917,591868,2416468,679128,489581,112756,0.169205844506888,0.690830571451524,0.194152119675796,0.139963584041588,0.0322351845398276
2032,24,RN,Rio Grande do Norte,3502871,580480,2414609,698655,507782,116778,0.165715494518639,0.689322844032795,0.199452106572009,0.144961661448566,0.0333377963390602
2033,24,RN,Rio Grande do Norte,3507052,567633,2413959,718046,525460,120841,0.161854742957903,0.688315713596491,0.204743471154691,0.149829543445606,0.0344565749238962
2034,24,RN,Rio Grande do Norte,3510469,554605,2413131,737335,542733,125148,0.15798601269517,0.68740985891059,0.210038886541941,0.15460412839424,0.0356499373730405
2035,24,RN,Rio Grande do Norte,3513147,543526,2409948,756876,559673,129821,0.154712000380286,0.685979835173421,0.215441027659816,0.159308164446293,0.0369529086030274
2036,24,RN,Rio Grande do Norte,3515064,533453,2405225,777052,576386,134814,0.151761959383954,0.684262078869688,0.221063400268103,0.163975961746358,0.0383532134834529
2037,24,RN,Rio Grande do Norte,3516202,524768,2398460,798122,592974,140099,0.149242847822736,0.682116670202679,0.226984115247076,0.168640481974585,0.0398438428736461
2038,24,RN,Rio Grande do Norte,3516551,517602,2389581,820134,609368,145801,0.147190244077222,0.679524056383655,0.233221130590741,0.173285699539122,0.0414613637055171
2039,24,RN,Rio Grande do Norte,3516133,510742,2379795,842945,625596,152142,0.145256735169005,0.67682166743977,0.239736380847937,0.177921597391225,0.0432696942919963
2040,24,RN,Rio Grande do Norte,3514937,504303,2368642,866378,641992,159254,0.143474264261351,0.673878934387729,0.246484645386247,0.18264680135092,0.0453077821878458
2041,24,RN,Rio Grande do Norte,3512910,498293,2355689,890147,658928,167139,0.141846218662021,0.67058051586861,0.253393055899525,0.187573265469369,0.0475785032921424
2042,24,RN,Rio Grande do Norte,3510023,492619,2340748,914003,676656,175650,0.14034637379869,0.666875402240954,0.260398008787977,0.192778223960356,0.0500424071295259
2043,24,RN,Rio Grande do Norte,3506283,487217,2323839,937902,695227,184236,0.138955412326957,0.662764243502307,0.267491813980788,0.198280344170736,0.0525445322011943
2044,24,RN,Rio Grande do Norte,3501664,482024,2305141,961737,714499,193214,0.137655697405576,0.658298740256061,0.274651422866386,0.204045562338363,0.0551777669131019
2045,24,RN,Rio Grande do Norte,3496137,476963,2284886,985131,734288,202320,0.136425717870896,0.653545899374081,0.281777001301722,0.210028382755024,0.0578695857742417
