ano,codigo,sigla,local,populacao_total,populacao_0_14,populacao_15_64,populacao_60_mais,populacao_65_mais,populacao_80_mais,proporcao_0_14,proporcao_15_64,proporcao_60_mais,proporcao_65_mais,proporcao_80_mais
2045,14,RR,Roraima,1036312,189493,725577,175494,121242,25660,0.182853233389172,0.700153042713005,0.169344753317534,0.116993723897822,0.0247608828229336
2046,14,RR,Roraima,1041160,186999,727064,182701,127097,27073,0.179606400553229,0.698321103384686,0.175478312651274,0.122072496062085,0.0260027277267663
2047,14,RR,Roraima,1045775,184655,728053,189914,133067,28504,0.176572398460472,0.696185125863594,0.181601204848079,0.127242475675934,0.027256340991131
2048,14,RR,Roraima,1050146,182436,728561,197101,139149,29959,0.173724415462231,0.693771151820794,0.187689140367149,0.132504432716975,0.028528414144319
2049,14,RR,Roraima,1054260,180316,728605,204282,145339,31451,0.171035607914556,0.691105609621915,0.193768140686358,0.137858782463529,0.0298322994327775
2050,14,RR,Roraima,1058133,178297,728251,211527,151585,32994,0.168501502174112,0.688241459249452,0.199905871946154,0.143257038576436,0.031181335427588
2051,14,RR,Roraima,1061768,176395,727527,218928,157846,34606,0.166133279586501,0.685203358925867,0.20619193646823,0.148663361487632,0.0325928074682982
2052,14,RR,Roraima,1065147,174612,726449,226548,164086,36302,0.163932302301936,0.682017599448715,0.212691769305082,0.15405009824935,0.0340816807445357
2053,14,RR,Roraima,1068282,172946,725058,234394,170278,38084,0.161891710241303,0.678714047414447,0.219412102796827,0.15939424234425,0.035649762890323
2054,14,RR,Roraima,1071136,171350,723341,242415,176445,39950,0.159970349236698,0.675302669315568,0.226315799300929,0.164726981447734,0.0372968511934992
2055,14,RR,Roraima,1073700,169797,721249,250566,182654,41935,0.158141939089131,0.671741641054298,0.233366862252026,0.170116419856571,0.0390565334823507
2056,14,RR,Roraima,1075992,168284,718714,258771,188994,44084,0.156398932334069,0.667954780332939,0.240495282492807,0.175646287332991,0.0409705648369133
2057,14,RR,Roraima,1078003,166816,715661,266947,195526,46422,0.154745394957157,0.663876631141101,0.247631036277265,0.181377973901742,0.0430629599361041
2058,14,RR,Roraima,1079717,165380,712085,275060,202252,48938,0.153169765781219,0.659510779213442,0.254751939628625,0.187319455005339,0.0453248397496751
2059,14,RR,Roraima,1081112,163949,708042,283064,209121,51622,0.151648487853247,0.654920119284588,0.261826711756044,0.193431392862164,0.0477489843790468
2060,14,RR,Roraima,1082177,162498,703583,290795,216096,54433,0.150158430644895,0.650155196423506,0.268712973940492,0.1996863729316,0.0502995351037769
2061,14,RR,Roraima,1082898,161018,698793,298081,223087,57305,0.148691751208332,0.645299003230221,0.275262305406419,0.206009245561447,0.0529181880472584
2062,14,RR,Roraima,1083307,159514,693761,304915,230032,60208,0.147247271549062,0.640410336128171,0.281466841809386,0.212342392322767,0.0555779663567207
2063,14,RR,Roraima,1083393,157991,688513,311290,236889,63126,0.145829814296382,0.635515459302395,0.28732879019894,0.218654726401223,0.0582669446821237
2064,14,RR,Roraima,1083145,156453,683088,317253,243604,66052,0.14444326475218,0.630652405725919,0.292899842588019,0.224904329521902,0.0609816783533137
2065,14,RR,Roraima,1082557,154878,677643,322805,250036,68959,0.14306683158485,0.625965191671201,0.298187531926725,0.23096797674395,0.0637001100173016
2066,14,RR,Roraima,1081626,153261,672356,327627,256009,71802,0.141695003633419,0.621615974468069,0.302902297097148,0.236689021898512,0.0663833894525464
2067,14,RR,Roraima,1080359,151607,667234,331912,261518,74574,0.14033020505221,0.617603963127072,0.307223802458257,0.242065831820719,0.0690270548956412
2068,14,RR,Roraima,1078769,149935,662273,336031,266561,77246,0.138987123285893,0.613915490712099,0.311494861272432,0.247097386002008,0.071605691301845
2069,14,RR,Roraima,1076863,148270,657392,339732,271201,79840,0.13768696668007,0.610469484047646,0.315483028017492,0.251843549272284,0.0741412788813433
2070,14,RR,Roraima,1074652,146619,652596,342797,275437,82417,0.136433933961878,0.607262630135151,0.318984192091952,0.256303435902971,0.0766918034861518
2000,15,PA,Pará,6493843,2437970,3795496,383368,260377,57680,0.375427924574093,0.58447609527979,0.0590356126564809,0.0400959801461169,0.0088822597035376
2001,15,PA,Pará,6621374,2445480,3907986,395086,267908,58649,0.369331199234479,0.590207712175751,0.0596682803297322,0.04046108858977,0.0088575271537297
2002,15,PA,Pará,6747419,2451813,4019469,407509,276137,59592,0.36337049766733,0.595704668703692,0.0603947968845569,0.0409248336289772,0.0088318214712914
2003,15,PA,Pará,6872273,2457574,4129730,420574,284969,60537,0.357607155594663,0.600926360172246,0.0611986747325084,0.0414664842330914,0.0088088758988474
2004,15,PA,Pará,6996232,2462770,4239097,434341,294365,61557,0.352013769697746,0.605911439186122,0.0620821322105956,0.0420747911161322,0.0087985932999363
2005,15,PA,Pará,7119568,2467047,4348175,449004,304346,62707,0.34651638975848,0.610735791834561,0.063066186038254,0.0427478184069595,0.008807697320961
2006,15,PA,Pará,7243750,2470832,4457847,464736,315071,64068,0.34109846419327,0.615405970664366,0.0641568248490078,0.0434955651423641,0.0088445901639344
2007,15,PA,Pará,7366330,2471433,4568406,481488,326491,65625,0.335503975521053,0.620173953651275,0.0653633491847365,0.0443220708276713,0.0089087781839803
2008,15,PA,Pará,7486557,2468788,4679305,499272,338464,67334,0.329762800176369,0.625027632862476,0.0666891336030701,0.0452095669611545,0.0089939874898434
2009,15,PA,Pará,7601341,2460899,4789450,518348,350992,69199,0.32374537598037,0.630079613583972,0.0681916519729874,0.0461750104356587,0.0091035252858673
2010,15,PA,Pará,7700603,2444222,4891969,539180,364412,71381,0.3174065719269,0.635270900213918,0.0700178934039321,0.0473225278591819,0.0092695338274158
2011,15,PA,Pará,7788583,2422878,4986995,561805,378710,73906,0.311080719047354,0.640295545415642,0.0721318627534688,0.0486237355370033,0.0094890174502858
2012,15,PA,Pará,7875244,2398264,5083207,586023,393773,76668,0.304532024658538,0.645466603955382,0.0744133134160669,0.0500013713860802,0.0097353174073082
2013,15,PA,Pará,7961082,2370717,5180560,611874,409805,79700,0.297788290586631,0.650735666332792,0.0768581456641195,0.0514760430805762,0.0100112019949047
2014,15,PA,Pará,8047210,2344140,5276065,639236,427005,82995,0.291298474875143,0.655639035143857,0.0794357298989339,0.0530624899809996,0.0103135123850378
2015,15,PA,Pará,8131409,2318876,5367089,667949,445444,86521,0.285175176897386,0.660044157168825,0.082144312258798,0.0547806659337884,0.0106403453571208
2016,15,PA,Pará,8207830,2290652,5451981,698059,465197,90333,0.279081316255332,0.664241462116053,0.0850479359343456,0.0566772216286156,0.011005710400922
2017,15,PA,Pará,8275842,2259215,5530301,729672,486326,94518,0.272989141165334,0.668246324664004,0.088168913809616,0.058764534170662,0.0114209526958103
2018,15,PA,Pará,8339467,2229239,5601509,762500,508719,98967,0.267311927728715,0.671686691727421,0.0914327018741126,0.0610013805438645,0.0118673051886889
2019,15,PA,Pará,8404430,2199602,5672632,796187,532196,103536,0.261719355149606,0.67495737367079,0.0947342056510674,0.0633232711796041,0.0123192173651277
2020,15,PA,Pará,8465192,2167343,5744100,827105,553749,106997,0.256029987270224,0.67855519402277,0.0977065848004393,0.0654148187070063,0.0126396424322095
2021,15,PA,Pará,8520153,2134531,5812007,855379,573615,109483,0.250527308605843,0.682148196165022,0.100394793379884,0.067324495229135,0.0128498866158859
2022,15,PA,Pará,8570045,2100571,5872832,886891,596642,112808,0.245106180889365,0.685274348034345,0.103487321245104,0.0696194710762896,0.0131630580702902
2023,15,PA,Pará,8616120,2063046,5929505,923139,623569,117269,0.239440258492222,0.688187374363403,0.10714091725742,0.0723723671443759,0.0136104186106972
2024,15,PA,Pará,8664306,2028699,5983078,961635,652529,122537,0.234144431186987,0.69054324720295,0.110988116070693,0.0753123216100632,0.01414273687933
2025,15,PA,Pará,8711196,1999423,6029379,1001328,682394,128237,0.229523362808046,0.692141354642922,0.114947247197744,0.0783352825490323,0.0147209407296082
2026,15,PA,Pará,8756324,1970267,6073037,1042149,713020,134255,0.225010746518745,0.693560105816094,0.119016724369724,0.0814291476651618,0.015332347226987
2027,15,PA,Pará,8799820,1941358,6114075,1084050,744387,140561,0.220613376182695,0.694795461725353,0.123190019795859,0.0845911620919519,0.0159731676329743
2028,15,PA,Pará,8841797,1912870,6151964,1127031,776963,147204,0.216344030517778,0.695782090450618,0.127466283154884,0.0878738790316041,0.0166486518521065
2029,15,PA,Pará,8882382,1881204,6190718,1171224,810460,154454,0.211790485930463,0.696965971515298,0.131859224248631,0.0912435425542383,0.0173888040392769
2030,15,PA,Pará,8921654,1846518,6230189,1216757,844947,162499,0.206970366705546,0.698322194516846,0.136382446573248,0.0947074387776078,0.0182139993324108
2031,15,PA,Pará,8959078,1814029,6264692,1263710,880357,171281,0.20247942924484,0.699256329725001,0.141053577164972,0.0982642410301596,0.0191181503275225
2032,15,PA,Pará,8994102,1783907,6293542,1312168,916653,180685,0.198341868926992,0.699741008051721,0.145892052369431,0.101917123021287,0.0200892762835022
2033,15,PA,Pará,9026753,1750986,6321944,1361989,953823,190680,0.19397739142746,0.700356373991844,0.15088360122405,0.105666234580696,0.0211238747753483
2034,15,PA,Pará,9057150,1717302,6347861,1413268,991987,201327,0.189607326808102,0.700867381019416,0.156038930568667,0.109525292172483,0.0222285155926533
2035,15,PA,Pará,9085334,1686799,6367268,1466438,1031267,212676,0.185661748924145,0.700829270558463,0.161407164557737,0.113508980517392,0.0234087156289466
2036,15,PA,Pará,9111314,1655814,6383760,1521992,1071740,224715,0.181731636073567,0.700640983287372,0.167044182650274,0.11762738063906,0.0246632922540042
2037,15,PA,Pará,9135074,1626285,6395312,1580184,1113477,237377,0.17802647247302,0.700083217716682,0.17297987952807,0.121890309810298,0.0259852301141731
2038,15,PA,Pará,9156576,1600593,6399638,1641026,1156345,250490,0.174802568121534,0.698911689260265,0.179218301688317,0.126285742618201,0.0273562956284096
2039,15,PA,Pará,9175884,1575064,6400386,1704167,1200434,263945,0.171652562303534,0.697522549326038,0.185722378356134,0.130824888370428,0.0287650759316487
2040,15,PA,Pará,9193009,1550157,6396692,1769030,1246160,277690,0.168623461589127,0.69582135729444,0.192432097042437,0.135555181116433,0.0302066494224035
2041,15,PA,Pará,9207840,1526287,6387561,1834763,1293992,291633,0.165759504943613,0.693708948026899,0.199260955881075,0.140531547029488,0.0316722488661836
2042,15,PA,Pará,9220250,1503295,6372782,1900639,1344173,305770,0.163042759144275,0.69117236517448,0.206137469157561,0.145784875681245,0.0331628751931889
2043,15,PA,Pará,9230207,1481061,6352434,1966476,1396712,320397,0.160458048232288,0.688222268471335,0.213047876391071,0.151319683296377,0.0347117892372295
2044,15,PA,Pará,9237716,1459460,6326968,2032132,1451288,335331,0.157989269208969,0.684906095835811,0.219982082151043,0.157104634955221,0.0363002066744637
2045,15,PA,Pará,9242798,1438431,6297023,2096903,1507344,350629,0.155627224569876,0.681289691714565,0.226868855080464,0.163083083715559,0.0379353741150678
2046,15,PA,Pará,9245444,1417961,6263400,2159957,1564083,366264,0.15336862134474,0.677457999853766,0.233623934123661,0.169173378801494,0.0396156204071973
2047,15,PA,Pará,9245672,1398025,6226816,2220718,1620831,382209,0.151208587109731,0.673484415194482,0.240190004577277,0.175306997695787,0.0413392341843838
2048,15,PA,Pará,9243457,1378579,6187458,2278814,1677420,398475,0.14914106269981,0.669387870793362,0.246532655477274,0.181471066506827,0.0431088714968869
2049,15,PA,Pará,9238778,1359498,6145585,2334388,1733695,415148,0.147151279097733,0.665194574433978,0.252672810191997,0.187654146468288,0.0449353799820712
2050,15,PA,Pará,9231660,1340734,6101918,2388003,1789008,432341,0.14523216842908,0.660977332354095,0.258675362827487,0.193790499216826,0.0468324223379111
2051,15,PA,Pará,9222125,1322299,6057269,2440474,1842557,450134,0.143383330848367,0.656819225503883,0.264632500643832,0.199797443647749,0.0488102254090028
2052,15,PA,Pará,9210195,1304238,6012166,2492415,1893791,468589,0.141608076701959,0.65277293260349,0.270614791543502,0.205618990694551,0.0508772072686843
2053,15,PA,Pará,9195868,1286562,5966955,2543827,1942351,487614,0.13990653193369,0.648873494051894,0.276627176466648,0.211219974014416,0.053025337031806
2054,15,PA,Pará,9179103,1269195,5921531,2594498,1988377,507266,0.138270046648349,0.645109985147786,0.282652673142463,0.216619968203865,0.0552631340992687
2055,15,PA,Pará,9159872,1252083,5875387,2644503,2032402,527857,0.136692193952055,0.641426757928495,0.288705235182326,0.22188104811945,0.0576271153134018
2056,15,PA,Pará,9138182,1235242,5827732,2693883,2075208,549717,0.13517371398381,0.637734288942812,0.294794194293788,0.227091997073378,0.0601560572989244
2057,15,PA,Pará,9114075,1218704,5777981,2742591,2117390,573010,0.133716696428327,0.633962415275275,0.300918195209058,0.232320888296399,0.0628708892564522
2058,15,PA,Pará,9087556,1202513,5726089,2790527,2158954,597715,0.132325236840356,0.630102196894302,0.307071230152529,0.237572566265341,0.0657729096800064
2059,15,PA,Pará,9058630,1186636,5672283,2837486,2199711,623560,0.130995084245631,0.626174487753667,0.313235665878836,0.242830428000702,0.0688360160421609
2060,15,PA,Pará,9027271,1171030,5616508,2883085,2239733,650108,0.12972137426693,0.622171196588648,0.319375035932786,0.248107429144422,0.0720160057231028
2061,15,PA,Pará,8993496,1155696,5558719,2926343,2279081,676756,0.128503531885709,0.618082111783894,0.32538436665786,0.253414356330397,0.0752494914102369
2062,15,PA,Pará,8957343,1140645,5498984,2967217,2317714,702989,0.127341891451516,0.613907941227661,0.331260843756904,0.258750167320823,0.0784818667767886
2063,15,PA,Pará,8918879,1125917,5437396,3005847,2355566,728686,0.126239743806368,0.609650158949348,0.337020717513939,0.264110097244284,0.0817015232519692
2064,15,PA,Pará,8878148,1111540,5374144,3042382,2392464,753754,0.125199534857946,0.605322641613994,0.342682054860991,0.26947782352806,0.0848999138108534
2065,15,PA,Pará,8835186,1097491,5309628,3076850,2428067,777721,0.124218211138962,0.600963918586434,0.348249601083667,0.274817870274604,0.0880254247052637
2066,15,PA,Pará,8790056,1083754,5244851,3110123,2461451,800023,0.123293184935341,0.596680043904157,0.353822888045309,0.280026771160502,0.0910145509880711
2067,15,PA,Pará,8742830,1070310,5179901,3140427,2492619,820312,0.122421458497992,0.592474175981919,0.35920028183094,0.285104365520089,0.0938268272401499
2068,15,PA,Pará,8693572,1057169,5114669,3167631,2521734,838386,0.121603524995249,0.588327674746353,0.364364728330311,0.290068800258398,0.096437459769126
2069,15,PA,Pará,8642386,1044388,5049010,3190032,2548988,854455,0.120844868535148,0.584214822156752,0.369114732898993,0.294940309308101,0.0988679515124643
2070,15,PA,Pará,8589345,1031978,4982917,3205502,2574450,869020,0.120146297534911,0.580127704731851,0.373195162145658,0.299725997733238,0.101174187321618
2000,16,AP,Amapá,500966,209039,276147,22811,15780,4157,0.41727183082285,0.55122902552269,0.0455340282574067,0.0314991436544596,0.0082979683251957
2001,16,AP,Amapá,522673,215420,291044,23614,16209,4111,0.412150618072868,0.556837640360225,0.0451792994855292,0.031011741566907,0.0078653383664356
2002,16,AP,Amapá,543703,221161,305860,24500,16682,4071,0.406768033282877,0.562549774417283,0.0450613662238391,0.0306821922998402,0.0074875437509081
2003,16,AP,Amapá,564107,226299,320572,25484,17236,4050,0.401163254488953,0.568282258507694,0.0451758265719092,0.0305544870033522,0.0071794889976547
2004,16,AP,Amapá,583964,230815,335254,26575,17895,4067,0.395255529450446,0.574100458247426,0.0455079422704139,0.0306440123021282,0.0069644704125596
2005,16,AP,Amapá,603274,234656,349954,27775,18664,4116,0.388970849066925,0.58009130179653,0.0460404393360231,0.0309378491365449,0.0068227704160961
2006,16,AP,Amapá,621428,237130,364742,29074,19556,4206,0.381588856633431,0.586941689141783,0.046785790147853,0.0314694542247855,0.0067682820857766
2007,16,AP,Amapá,638841,238657,379639,30455,20545,4319,0.373578089070676,0.594262109038086,0.0476722689996415,0.0321598018912374,0.0067606806701511
2008,16,AP,Amapá,655719,239602,394542,31901,21575,4449,0.365403473134071,0.601693713313172,0.0486504127530238,0.0329028135527566,0.0067849185398013
2009,16,AP,Amapá,672357,240437,409304,33444,22616,4595,0.357603178073553,0.608759929620722,0.0497414320071034,0.0336368923057245,0.0068341669678459
2010,16,AP,Amapá,686987,240495,422826,35114,23666,4748,0.350072126546791,0.615478895524952,0.0511130487185347,0.0344489779282577,0.0069113389336333
2011,16,AP,Amapá,699770,239756,435310,36889,24704,4911,0.342621146948283,0.6220758249139,0.0527158923646341,0.0353030281378167,0.0070180202066393
2012,16,AP,Amapá,711828,238150,447939,38766,25739,5088,0.334561158032558,0.629279826025388,0.054459785229016,0.0361590159420534,0.0071477941300426
