ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,0-1_T,0-1_H,0-1_M,0-4_T,0-4_H,0-4_M,0-14_T,0-14_H,0-14_M,15-17_T,15-17_H,15-17_M,18-21_T,18-21_H,18-21_M,15-59_T,15-59_H,15-59_M,15-64_T,15-64_H,15-64_M,60+_T,60+_H,60+_M,65+_T,65+_H,65+_M,80+_T,80+_H,80+_M,P_H,P_M,P_0-1_T,P_0-1_H,P_0-1_M,P_0-4_T,P_0-4_H,P_0-4_M,P_0-14_T,P_0-14_H,P_0-14_M,P_15-17_T,P_15-17_H,P_15-17_M,P_18-21_T,P_18-21_H,P_18-21_M,P_15-59_T,P_15-59_H,P_15-59_M,P_15-64_T,P_15-64_H,P_15-64_M,P_60+_T,P_60+_H,P_60+_M,P_65+_T,P_65+_H,P_65+_M,P_80+_T,P_80+_H,P_80+_M
2020,28,SE,Sergipe,2254218,1087744,1166474,31640,16180,15460,162831,83218,79613,506944,259198,247746,108177,54984,53193,151662,76061,75601,1476516,709939,766577,1561023,748963,812060,270758,118607,152151,186251,79583,106668,38218,14277,23941,0.482537181408364,0.517462818591636,0.0140359095704142,0.00717765539978831,0.00685825417062591,0.0722339188135309,0.0369165715117171,0.0353173473018138,0.224886856550697,0.114983555272826,0.109903301277871,0.0479887038431953,0.0243916072003684,0.0235970966428269,0.0672792072461492,0.0337416345712793,0.03353757267487,0.655001423997147,0.314938040597671,0.340063383399476,0.692489812431628,0.332249587218273,0.360240225213356,0.120111719452156,0.0526155855378672,0.0674961339142887,0.0826233310176744,0.0353040389172653,0.0473192921004091,0.0169539946890673,0.00633346020659936,0.010620534482468
2021,28,SE,Sergipe,2264937,1092127,1172810,30959,15830,15129,160447,81992,78455,500717,256079,244638,107718,54832,52886,148177,74498,73679,1483749,713551,770198,1571692,754009,817683,280471,122497,157974,192528,82039,110489,39197,14554,24643,0.482188687808977,0.517811312191023,0.0136688128632275,0.00698915687279602,0.00667965599043152,0.070839497963961,0.0362005654020399,0.0346389325619211,0.221073257225256,0.113062305927273,0.108010951297983,0.047558938725448,0.0242090618856065,0.0233498768398415,0.0654221287391217,0.0328918641004143,0.0325302646387074,0.655095042378662,0.315042316850314,0.340052725528348,0.693923053930418,0.332905065350604,0.361017988579815,0.123831700396082,0.0540840650313894,0.0697476353646923,0.0850036888443255,0.0362213165311,0.0487823723132255,0.0173060001227407,0.00642578579448347,0.0108802143282573
2022,28,SE,Sergipe,2273589,1095492,1178097,29327,14996,14331,157158,80298,76860,493537,252430,241107,107008,54546,52462,144451,72797,71654,1488828,716142,772686,1580677,758210,822467,291224,126920,164304,199375,84852,114523,40389,14986,25403,0.481833787900979,0.518166212099021,0.0128989892192476,0.00659573915954027,0.00630325005970736,0.0691233112053234,0.0353177289298989,0.0338055822754244,0.21707397423193,0.11102710296364,0.10604687126829,0.0470656745788267,0.0239911435180237,0.023074531060803,0.0635343503157343,0.0320185398504303,0.031515810465304,0.654836032369967,0.314983051026373,0.339852981343594,0.695234274972302,0.333485955465126,0.361748319507176,0.128089993398103,0.0558236339109663,0.0722663594871369,0.0876917507957683,0.0373207294722133,0.050371021323555,0.017764424440829,0.00659134082721195,0.0111730836136171
2023,28,SE,Sergipe,2281994,1098844,1183150,28175,14410,13765,151763,77537,74226,485499,248325,237174,106314,54252,52062,141463,71452,70011,1492897,718386,774511,1589057,762256,826801,303598,132133,171465,207438,88263,119175,42002,15602,26400,0.481527997006127,0.518472002993873,0.012346658229601,0.00631465288690505,0.00603200534269591,0.0665045569795538,0.0339777405199137,0.0325268164596401,0.212752093125573,0.10881930452052,0.103932788605053,0.0465882031241099,0.0237739450673402,0.0228142580567696,0.0619909605371443,0.0313112129129174,0.0306797476242269,0.654207241561547,0.314806261541441,0.339400980020105,0.696345827377285,0.334030676680131,0.362315150697153,0.13304066531288,0.0579024309441655,0.0751382343687144,0.0909020794971415,0.0386780158054754,0.0522240636916661,0.0184058327936007,0.00683700307713342,0.0115688297164673
2024,28,SE,Sergipe,2291077,1102645,1188432,27912,14280,13632,146768,74994,71774,477648,244327,233321,104779,53519,51260,140203,70967,69236,1496380,720536,775844,1596959,766257,830702,317049,137782,179267,216470,92061,124409,44004,16354,27650,0.481278019027732,0.518721980972268,0.0121829165933751,0.00623287650305948,0.0059500400903156,0.0640607015827054,0.0327330770637565,0.031327624518949,0.208481862460319,0.106642858358754,0.101839004101564,0.0457335131032261,0.0233597561321597,0.0223737569710664,0.0611952369998913,0.0309753884308559,0.0302198485690354,0.653133875465556,0.314496631933366,0.33863724353219,0.697034189597294,0.334452748641796,0.362581440955498,0.138384262074125,0.0601385287356121,0.0782457333385129,0.0944839479423869,0.040182412027182,0.0543015359152049,0.019206687509848,0.00713812761421812,0.0120685598956299
2025,28,SE,Sergipe,2299425,1106101,1193324,27087,13858,13229,142242,72682,69560,470206,240535,229671,102860,52566,50294,139079,70527,68552,1498273,721955,776318,1603132,769484,833648,330946,143611,187335,226087,96082,130005,46216,17197,29019,0.481033736695043,0.518966263304957,0.0117799014971134,0.00602672407232243,0.00575317742479098,0.0618598127792818,0.0316087717581569,0.0302510410211248,0.204488513432706,0.104606586429216,0.09988192700349,0.044732922361025,0.0228604977331289,0.0218724246278961,0.060484251497657,0.0306715809387129,0.0298126705589441,0.651585939963252,0.313971971253683,0.337613968709569,0.697188210096002,0.334641921349903,0.3625462887461,0.143925546604042,0.0624551790121443,0.081470367591898,0.0983232764712917,0.0417852289159246,0.0565380475553671,0.0200989377779227,0.0074788262282962,0.0126201115496265
2026,28,SE,Sergipe,2307255,1109328,1197927,26475,13545,12930,137855,70462,67393,462229,236450,225779,101308,51808,49500,138185,70181,68004,1499940,723337,776603,1608731,772557,836174,345086,149541,195545,236295,100321,135974,48635,18136,30499,0.480799911583245,0.519200088416755,0.0114746744508084,0.00587061248106516,0.00560406196974327,0.0597484890053332,0.0305393205345746,0.0292091684707585,0.200337197232209,0.102481086832621,0.0978561103995874,0.0439084539853636,0.0224543884399427,0.0214540655454209,0.0598915161089693,0.0304175307887511,0.0294739853202182,0.650097193418153,0.313505442614709,0.336591750803444,0.697248895332332,0.334838151829772,0.36241074350256,0.149565609349638,0.0648133821359148,0.0847522272137237,0.102413907435459,0.0434806729208518,0.0589332345146072,0.0210791611677079,0.00786042288346975,0.0132187382842382
2027,28,SE,Sergipe,2314604,1112347,1202257,25932,13268,12664,134569,68798,65771,453964,232205,221759,99927,51145,48782,137309,69811,67498,1501342,724634,776708,1613601,775375,838226,359298,155508,203790,247039,104767,142272,51196,19135,32061,0.480577671169669,0.519422328830331,0.0112036443382972,0.00573229805184818,0.005471346286449,0.0581391028443742,0.0297234429733985,0.0284156598709758,0.19613030997959,0.100321696497543,0.095808613482047,0.04317239579643,0.0220966523863261,0.0210757434101038,0.0593228906542977,0.0301610988315928,0.0291617918227049,0.648638816834327,0.313070399947464,0.335568416886863,0.697139121854106,0.334992508437728,0.362146613416377,0.155230873186083,0.0671855747246613,0.0880452984614215,0.106730568166304,0.0452634662343969,0.0614671019319071,0.0221186863930072,0.00826707289886305,0.0138516134941441
2028,28,SE,Sergipe,2321501,1115169,1206332,25441,13017,12424,131923,67454,64469,445761,228007,217754,99216,50806,48410,134817,68607,66210,1502204,725669,776535,1617476,777759,839717,373536,161493,212043,258264,109403,148861,53864,20171,33693,0.480365504903939,0.519634495096061,0.0109588580836278,0.0056071481339013,0.00535170994972649,0.0568265962409665,0.0290562011388322,0.0277703951021344,0.192014132235997,0.0982153356815267,0.0937987965544706,0.0427378665785627,0.0218849787271253,0.0208528878514375,0.0580732035006662,0.0295528625660726,0.0285203409345936,0.647083072546598,0.312586124236001,0.334496948310597,0.696737154108484,0.335024193399012,0.361712960709472,0.160902795217405,0.0695640449864118,0.0913387502309928,0.111248713655519,0.0471259758234005,0.0641227378321181,0.0232022299365798,0.00868877506406415,0.0145134548725157
2029,28,SE,Sergipe,2327993,1117818,1210175,25001,12792,12209,129100,66015,63085,437015,223545,213470,98685,50522,48163,133075,67781,65294,1503134,726757,776377,1620969,780041,840928,387844,167516,220328,270009,114232,155777,56643,21238,35405,0.48016381492556,0.51983618507444,0.0107392934600748,0.00549486188317577,0.00524443157689907,0.0554554932080981,0.0283570440289125,0.0270984491791857,0.187721784386809,0.0960247732703664,0.0916970111164424,0.0423905913806442,0.0217019552893845,0.0206886360912597,0.0571629725690756,0.0291156373751983,0.0280473351938773,0.645678058310313,0.31218178061532,0.333496277694993,0.696294619442584,0.335070165588986,0.361224453853598,0.166600157302878,0.0719572610398743,0.0946428962630042,0.115983596170607,0.0490688760662081,0.0669147201043989,0.0243312587280116,0.00912287966501617,0.0152083790629955
2030,28,SE,Sergipe,2334102,1120309,1213793,24609,12592,12017,126700,64794,61906,427427,218642,208785,98849,50593,48256,131508,67042,64466,1504439,728077,776362,1624526,782449,842077,402236,173590,228646,282149,119218,162931,59556,22342,37214,0.479974311319728,0.520025688680272,0.01054324104088,0.00539479422921535,0.00514844681166461,0.0542821179194397,0.0277597123004907,0.026522405618949,0.183122674159056,0.0936728557706561,0.0894498183883995,0.042349905873865,0.0216755737324247,0.0206743321414403,0.0563420107604552,0.0287228235955412,0.027619187164914,0.644547239152359,0.311930241266234,0.332616997886125,0.69599614755482,0.335224853069832,0.360771294484988,0.172330086688585,0.0743712142828377,0.0979588724057475,0.120881178286125,0.0510766024792404,0.0698045758068842,0.0255155944341764,0.00957198957029299,0.0159436048638834
2031,28,SE,Sergipe,2339726,1122582,1217144,24247,12407,11840,124542,63696,60846,418571,214115,204456,98454,50388,48066,129782,66201,63581,1504465,728769,775696,1626678,784186,842492,416690,179698,236992,294477,124281,170196,62588,23473,39115,0.479792078217706,0.520207921782294,0.0103631792782574,0.0053027576733344,0.00506042160492297,0.0532293097567835,0.0272237005529707,0.0260056092038128,0.178897443546808,0.0915128523596353,0.0873845911871732,0.0420792862070174,0.0215358550531131,0.0205434311539043,0.0554688882373406,0.0282943387388096,0.027174549498531,0.643009053196827,0.311476215591056,0.331532837605771,0.695242947251088,0.335161467624842,0.360081479626247,0.178093503256364,0.0768030102670142,0.10129049298935,0.125859609202103,0.053117758233229,0.0727418509688741,0.026750140828456,0.0100323713118545,0.0167177695166015
2032,28,SE,Sergipe,2344762,1124582,1220180,23910,12235,11675,122570,62691,59879,410192,209848,200344,97109,49696,47413,129321,65983,63338,1503374,728903,774471,1627738,785371,842367,431196,185831,245365,306832,129363,177469,65729,24632,41097,0.479614562160253,0.520385437839747,0.0101971969863039,0.00521801359796858,0.00497918338833536,0.0522739621334703,0.0267366154859214,0.0255373466475489,0.174939716696193,0.0894965032698415,0.085443213426352,0.0414152907629858,0.0211944751748792,0.0202208155881066,0.0551531456071021,0.0281405959325509,0.0270125496745512,0.641162727816299,0.310864386236215,0.330298341580084,0.69420179958563,0.334947001017587,0.359254798568042,0.183897555487508,0.0792536726541969,0.104643882833311,0.130858483718177,0.0551710578728246,0.0756874258453523,0.0280322693731816,0.0105051173637239,0.0175271520094577
2033,28,SE,Sergipe,2349229,1126310,1222919,23600,12076,11524,120767,61770,58997,400640,204978,195662,96176,49202,46974,129345,66001,63344,1502881,729367,773514,1629414,786885,842529,445708,191965,253743,319175,134447,184728,68967,25822,43145,0.479438147579482,0.520561852420518,0.0100458490849551,0.00514040989618296,0.00490543918877215,0.0514070786628294,0.0262937329651558,0.0251133456976736,0.170541058364255,0.0872533073616919,0.083287751002563,0.0409393890506204,0.0209438926558458,0.0199954963947746,0.0550584894022677,0.028094749383734,0.0269637400185337,0.639733716891797,0.31047079701468,0.329262919877117,0.693595217835298,0.334954574458258,0.35864064337704,0.189725224743948,0.0817140432031105,0.108011181540837,0.135863723800447,0.0572302657595322,0.0786334580409147,0.0293572912644957,0.0109916913165979,0.0183655999478978
2034,28,SE,Sergipe,2353143,1127782,1225361,23318,11932,11386,119108,60923,58185,391412,200275,191137,95710,48948,46762,128510,65563,62947,1501479,729391,772088,1630189,787956,842233,460252,198116,262136,331542,139551,191991,72322,27064,45258,0.479266240938184,0.520733759061817,0.00990930002978994,0.00507066506370416,0.00483863496608578,0.0506165583647063,0.0258900542805941,0.0247265040841122,0.166335832543964,0.0851095747262279,0.0812262578177357,0.0406732612510162,0.0208011157842936,0.0198721454667226,0.0546120656500689,0.0278618851468015,0.0267501805032673,0.638073844216012,0.309964587787483,0.32810925642853,0.692770902575832,0.33485257802012,0.357918324555711,0.195590323240024,0.0841920784244731,0.111398244815551,0.140893264880205,0.0593040881918353,0.0815891766883696,0.0307342137728136,0.0115012134834135,0.0192330002894002
2035,28,SE,Sergipe,2356505,1129003,1227502,23052,11796,11256,117570,60139,57431,383167,196067,187100,94799,48487,46312,127382,64975,62407,1498316,728563,769753,1629401,788253,841148,475022,204373,270649,343937,144683,199254,75818,28383,47435,0.479100617227632,0.520899382772368,0.00978228350884042,0.00500571821405004,0.00477656529479038,0.049891682809924,0.0255204211321427,0.0243712616777813,0.162599697433275,0.0832024544823796,0.0793972429508955,0.0402286436905502,0.0205758103632286,0.0196528333273216,0.0540554762243237,0.0275726128312904,0.0264828633930333,0.635821269210123,0.309170996878852,0.32665027233127,0.691448140360407,0.334500881602203,0.356947258758203,0.201579033356602,0.0867271658663996,0.114851867490203,0.145952162206318,0.0613972811430487,0.0845548810632695,0.0321739185785729,0.0120445320506428,0.0201293865279301
2036,28,SE,Sergipe,2359317,1129976,1229341,22790,11662,11128,116133,59405,56728,375374,192107,183267,92314,47205,45109,126998,64782,62216,1493682,727019,766663,1627600,788041,839559,490261,210850,279411,356343,149828,206515,79419,29758,49661,0.478941998892052,0.521058001107948,0.00965957520757067,0.00494295594869193,0.00471661925887873,0.0492231438166215,0.0251788971130204,0.0240442467036011,0.159102825097263,0.0814248360860368,0.0776779890112266,0.0391274254371074,0.0200079090685991,0.0191195163685083,0.0538282901365098,0.0274579465158773,0.0263703436206326,0.633099324931749,0.308148078448127,0.324951246483622,0.689860667303292,0.334012343402773,0.355848323900519,0.207797849970987,0.0893690843578883,0.118428765613099,0.151036507599445,0.0635048194032426,0.0875316881962026,0.0336618606147457,0.0126129723135975,0.0210488883011482
2037,28,SE,Sergipe,2361569,1130693,1230876,22527,11528,10999,114768,58708,56060,368920,188824,180096,88837,45426,43411,125574,64043,61531,1486557,724270,762287,1623899,786891,837008,506092,217599,288493,368750,154978,213772,83132,31182,51950,0.478788889928687,0.521211110071313,0.00953899716671416,0.00488150039232392,0.00465749677439025,0.0485981989092845,0.0248597436704157,0.0237384552388687,0.156218175289394,0.0799570116308268,0.0762611636585677,0.0376177871576058,0.0192355167263798,0.018382270431226,0.0531739703561488,0.027118834977932,0.0260551353782168,0.629478537362237,0.306690170814403,0.322788366547833,0.687635635461001,0.33320686374186,0.354428771719141,0.214303287348369,0.092141707483457,0.122161579864912,0.156146189249605,0.0656250145560007,0.0905211746936041,0.0352020203517238,0.013203933486593,0.0219980868651308
2038,28,SE,Sergipe,2363266,1131161,1232105,22272,11397,10875,113457,58039,55418,363306,185960,177346,85511,43727,41784,123965,63219,60746,1477418,720566,756852,1618847,785089,833758,522542,224635,297907,381113,160112,221001,87002,32660,54342,0.478643115078878,0.521356884921122,0.00942424593761346,0.00482256335088814,0.00460168258672532,0.0480085610337558,0.02455880971503,0.0234497513187259,0.153730472997961,0.0786877143749371,0.0750427586230242,0.0361834004297443,0.0185027838592863,0.017680616570458,0.052454950056405,0.0267506916276035,0.0257042584288015,0.625159419210533,0.304902622049317,0.320256797161217,0.685004142572186,0.332205092444101,0.352799050128085,0.221110107791505,0.0950527786546246,0.126057329136881,0.161265384429853,0.0677503082598404,0.0935150761700122,0.0368143069802553,0.0138198577730988,0.0229944492071565
2039,28,SE,Sergipe,2364416,1131384,1233032,22032,11275,10757,112188,57391,54797,357692,183091,174601,82657,42290,40367,122445,62435,60010,1467228,716387,750841,1613264,783045,830219,539496,231906,307590,393460,165248,228212,91144,34229,56915,0.478504628627111,0.521495371372889,0.00931815721091381,0.00476861939692508,0.00454953781398874,0.0474485031398874,0.0242728014021221,0.0231757017377653,0.151281331203984,0.0774360349447813,0.0738452962592031,0.0349587382254223,0.0178860234408835,0.0170727147845388,0.0517865722444781,0.0264060977425292,0.0253804745019489,0.62054562310524,0.302986868639021,0.317558754466219,0.682309711996535,0.331179031101126,0.351130680895409,0.228173045690775,0.0980817250433088,0.130091320647466,0.16640895679948,0.069889562581204,0.0965193942182763,0.038548208098744,0.0144767249079688,0.0240714831907752
2040,28,SE,Sergipe,2365018,1131365,1233653,21797,11154,10643,110947,56757,54190,352624,180502,172122,80609,41256,39353,118512,60431,58081,1455622,711536,744086,1606421,780398,826023,556772,239327,317445,405973,170465,235508,95626,35914,59712,0.478374794610443,0.521625205389557,0.00921642034014118,0.00471624317447055,0.00450017716567062,0.0469116936953545,0.023998548848254,0.0229131448471005,0.14909992228389,0.0763216178481517,0.0727783044357379,0.0340838843509859,0.0174442646948142,0.0166396196561718,0.0501104008510717,0.0255520253968469,0.0245583754542249,0.615480305012478,0.300858598116378,0.3146217068961,0.67924261041565,0.329975501243542,0.349267109172108,0.235419772703633,0.101194578645913,0.13422519405772,0.17165746730046,0.0720776755187487,0.0995797917817116,0.0404335188992219,0.0151855081018411,0.0252480107973808
2041,28,SE,Sergipe,2365063,1131106,1233957,21559,11033,10526,109733,56137,53596,347902,178091,169811,79068,40471,38597,114086,58187,55899,1443055,706234,736821,1598263,777133,821130,574106,246781,327325,418898,175882,243016,100438,37705,62733,0.478256181759217,0.521743818240783,0.00911561341072098,0.00466499201078365,0.00445062139993734,0.046397495542402,0.0237359427634697,0.0226615527789323,0.147100521212331,0.0753007425172184,0.071799778695113,0.0334316675708004,0.0171120177348341,0.0163196498359663,0.0482380384793132,0.0246027272846432,0.0236353111946701,0.610154993757037,0.298611072939706,0.311543920817331,0.675780306909372,0.32858870989906,0.347191597010312,0.242744485030631,0.104344366302293,0.138400118728338,0.177119171878297,0.0743667293429393,0.102752442535357,0.0424673676768864,0.0159424928638265,0.0265248748130599
2042,28,SE,Sergipe,2364517,1130588,1233929,21315,10908,10407,108536,55525,53011,343457,175819,167638,77243,39539,37704,110644,56440,54204,1429792,700613,729179,1588712,773226,815486,591268,254156,337112,432348,181543,250805,105534,39595,65939,0.478147545566388,0.521852454433612,0.00901452601102043,0.00461320430345817,0.00440132170756226,0.0459019749065031,0.0234825970800802,0.0224193778264229,0.145254612252735,0.0743572577401643,0.0708973545125706,0.0326675595903941,0.0167218083016531,0.015945751288741,0.0467934889028076,0.0238695682881536,0.0229239206146541,0.604686707687024,0.29630279672339,0.308383910963634,0.671897051279394,0.327012239708998,0.344884811570397,0.250058680060241,0.107487491102834,0.142571188957407,0.182848336467871,0.0767780481172265,0.106070288350644,0.04463237100854,0.0167454917854259,0.0278868792231141
2043,28,SE,Sergipe,2363370,1129807,1233563,21074,10785,10289,107352,54920,52432,339234,173659,165575,75726,38767,36959,107122,54668,52454,1415922,694716,721206,1577786,768685,809101,608214,261432,346782,446350,187463,258887,110871,41574,69297,0.478049141691737,0.521950858308263,0.00891692794611085,0.0045633988753348,0.00435352907077605,0.0454232726995773,0.0232380033596094,0.0221852693399679,0.143538252580002,0.0734793959473125,0.0700588566326898,0.0320415339113215,0.0164032715994533,0.0156382623118682,0.0453259540402053,0.0231313759589061,0.0221945780812992,0.599111438327473,0.293951433757727,0.305160004569746,0.667600079547426,0.325249537736368,0.342350541811058,0.257350309092525,0.110618311986697,0.146731997105828,0.188861667872572,0.0793202080080563,0.109541459864515,0.0469122481879689,0.0175909823683977,0.0293212658195712
2044,28,SE,Sergipe,2361636,1128768,1232868,20838,10664,10174,106170,54315,51855,335198,171593,163605,74368,38077,36291,104577,53385,51192,1401536,688582,712954,1565634,763583,802051,624902,268593,356309,460804,193592,267212,116473,43640,72833,0.477960193696234,0.522039806303766,0.00882354435653928,0.0045155138217744,0.00430803053476488,0.0449561236363267,0.0229988872120852,0.0219572364242415,0.141934658855133,0.0726585299343337,0.069276128920799,0.0314900348741296,0.0161231451417577,0.015366889732372,0.044281591235906,0.0226050924020467,0.0216764988338592,0.593459788045236,0.291569911705276,0.301889876339961,0.662944670558884,0.323327981111399,0.339616689447485,0.264605553099631,0.113731752056625,0.150873801043006,0.195120670585984,0.0819736826505016,0.113146987935482,0.0493187773221614,0.0184787156022351,0.0308400617199264
2045,28,SE,Sergipe,2359296,1127467,1231829,20604,10545,10059,104989,53713,51276,331312,169605,161707,73147,37455,35692,102597,52382,50215,1386838,682302,704536,1552462,758013,794449,641146,275560,365586,475522,199849,275673,122238,45766,76472,0.477882809109158,0.522117190890842,0.00873311360677083,0.00446955362955729,0.00426355997721354,0.0445001390245226,0.0227665371365017,0.0217336018880208,0.140428331163194,0.0718879699707031,0.0685403611924913,0.0310037400987413,0.015875498453776,0.0151282416449653,0.0434862772623698,0.022202385796441,0.0212838914659288,0.587818569607205,0.289197285970052,0.298621283637153,0.658019171820747,0.321287790934245,0.336731380886502,0.271753099229601,0.116797553168403,0.154955546061198,0.201552497016059,0.0847070482042101,0.116845448811849,0.0518112182617188,0.0193981594509549,0.0324130588107639
2046,28,SE,Sergipe,2356338,1125900,1230438,20362,10421,9941,103804,53108,50696,327540,167676,159864,72031,36884,35147,100386,51260,49126,1372094,676005,696089,1538545,752106,786439,656704,282219,374485,490253,206118,284135,128020,47900,80120,0.47781769847959,0.52218230152041,0.00864137487915571,0.00442254039955219,0.00421883447960352,0.044053102738232,0.022538362492987,0.021514740245245,0.139003827124971,0.0711595704860678,0.0678442566389032,0.0305690439996299,0.0156531023987221,0.0149159416009078,0.0426025468332642,0.0217540947011846,0.0208484521320795,0.582299313595927,0.286887959197704,0.295411354398223,0.652939009598793,0.319184259643566,0.333754749955227,0.278696859279102,0.119770168795818,0.158926690483284,0.208057163276236,0.0874738683499566,0.12058329492628,0.0543300663996422,0.020328153261544,0.0340019131380982
2047,28,SE,Sergipe,2352744,1124057,1228687,20115,10295,9820,102614,52501,50113,323848,165789,158059,71004,36357,34647,98516,50314,48202,1357460,669756,687704,1524118,745969,778149,671436,288512,382924,504778,212299,292479,133700,50006,83694,0.477764261645126,0.522235738354874,0.00854959145576399,0.00437574168715338,0.00417384976861061,0.0436146049038909,0.0223147949798193,0.0212998099240716,0.137646934813137,0.0704662300700799,0.0671807047430575,0.0301792290193918,0.0154530199630729,0.0147262090563189,0.0418728089413893,0.0213852420832866,0.0204875668581027,0.576968849989629,0.284670155359019,0.29229869463061,0.647804436011738,0.317063394912494,0.330741041099244,0.285384215197234,0.122627876216027,0.162756338981207,0.214548629175125,0.0902346366625523,0.124313992512573,0.056827262124566,0.0212543311129473,0.0355729310116188
2048,28,SE,Sergipe,2348509,1121937,1226572,19863,10166,9697,101412,51887,49525,320207,163927,156280,70048,35868,34180,96846,49470,47376,1343078,663616,679462,1509241,739634,769607,685224,294394,390830,519061,218376,300685,139258,52079,87179,0.477723100060507,0.522276899939494,0.00845770657042404,0.0043287038712647,0.00412900269915934,0.0431814397986127,0.0220935921471879,0.0210878476514248,0.136344804299238,0.0698004563746615,0.0665443479245768,0.0298265835898436,0.0152726687442969,0.0145539148455467,0.0412372275345762,0.0210644285374252,0.020172798997151,0.571885396223732,0.282569068289711,0.289316327934021,0.642637946032994,0.314937690253689,0.327700255779305,0.29176979947703,0.125353575396134,0.166416224080896,0.221017249667768,0.0929849534321563,0.128032296235612,0.0592963450427484,0.02217534614515,0.0371209988975984
2049,28,SE,Sergipe,2343619,1119535,1224084,19607,10035,9572,100191,51264,48927,316588,162076,154512,69173,35421,33752,95325,48696,46629,1328930,657576,671354,1493979,733126,760853,698101,299883,398218,533052,224333,308719,144721,54130,90591,0.477694966630668,0.522305033369332,0.00836612094371995,0.00428183932627274,0.0040842816174472,0.0427505494707118,0.0218738626030938,0.020876686867618,0.135085097023023,0.0691562920423499,0.0659288049806731,0.0295154630509481,0.0151138047609274,0.0144016582900207,0.0406742734207224,0.0207781213584631,0.0198961520622593,0.567041827191194,0.2805814426321,0.286460384559094,0.637466670137083,0.312817911102445,0.324648759034638,0.297873075785783,0.127957231956218,0.169915843829564,0.227448232839894,0.0957207634858738,0.13172746935402,0.0617510781402609,0.0230967576214393,0.0386543205188215
2050,28,SE,Sergipe,2338074,1116849,1221225,19351,9904,9447,98950,50629,48321,312977,160227,152750,68362,35007,33355,93939,47992,45947,1314886,651567,663319,1478506,726525,751981,710211,305055,405156,546591,230097,316494,150103,56166,93937,0.477679064050154,0.522320935949846,0.00827647029135947,0.00423596515764685,0.00404050513371262,0.0423211583551248,0.0216541478156808,0.020667010539444,0.13386103262771,0.0685294819582272,0.0653315506694827,0.029238595527772,0.0149725799953295,0.0142660155324425,0.0401779413311982,0.0205262964303097,0.0196516449008885,0.562379975997338,0.278676808347383,0.283703167649955,0.632360652400223,0.310736529297191,0.321624123103033,0.303758991374952,0.130472773744544,0.173286217630409,0.233778314972067,0.0984130527947362,0.135365262177331,0.0641994222595179,0.0240223363332384,0.0401770859262795
2051,28,SE,Sergipe,2331879,1113884,1217995,19094,9773,9321,97695,49988,47707,309367,158380,150987,67600,34618,32982,92662,47341,45321,1300721,645471,655250,1463074,719944,743130,721791,310033,411758,559438,235560,323878,155393,58181,97212,0.477676586135044,0.522323413864956,0.00818824647419527,0.00419104078727927,0.003997205686916,0.0418953985176761,0.0214367898162812,0.0204586087013949,0.132668547553282,0.0679194760963155,0.0647490714569667,0.0289894973109668,0.0148455387264948,0.014143958584472,0.0397370532519054,0.0203016537307468,0.0194353995211587,0.557799525618611,0.276802955899513,0.280996569719098,0.627422777940022,0.308739861716667,0.318682916223355,0.309531926828107,0.132954154139216,0.176577772688892,0.239908674506696,0.101017248322061,0.138891426184635,0.0666385348467909,0.0249502654297243,0.0416882694170667
2052,28,SE,Sergipe,2325022,1110640,1214382,18838,9642,9196,96426,49340,47086,305760,156536,149224,66854,34236,32618,91481,46741,44740,1286262,639196,647066,1447802,713439,734363,733000,314908,418092,571460,240665,330795,160597,60175,100422,0.477690103577515,0.522309896422485,0.00810228892457792,0.00414705753321904,0.00395523139135888,0.0414731559529329,0.0212213045726019,0.020251851380331,0.131508433038483,0.0673266747583464,0.0641817582801367,0.0287541365199985,0.0147250219567815,0.014029114563217,0.0393462943576448,0.0201034656876365,0.0192428286700083,0.553225732917796,0.274920409355266,0.27830532356253,0.622704645375399,0.30685258031967,0.315852065055728,0.315265834043721,0.135443019463902,0.179822814579819,0.245786921586118,0.103510848499498,0.14227607308662,0.0690733248975709,0.025881475530124,0.0431918493674468
2053,28,SE,Sergipe,2317494,1107105,1210389,18576,9508,9068,95150,48689,46461,302144,154688,147456,66119,33858,32261,90394,46191,44203,1271495,632723,638772,1432796,707042,725754,743855,319694,424161,582554,245375,337179,165693,62136,103557,0.477716447162323,0.522283552837677,0.00801555473282779,0.00410270749352533,0.00391284723930245,0.0410572799756979,0.0210093316314951,0.0200479483442028,0.130375310572541,0.0667479613755203,0.0636273491970206,0.0285303867021878,0.0146097465624506,0.0139206401397371,0.0390050632277797,0.0199314431882024,0.0190736200395772,0.548650827143458,0.273020340074235,0.275630487069222,0.618252301839832,0.305089031514213,0.313163270325619,0.320973862284002,0.137948145712567,0.183025716571434,0.251372387587627,0.105879454272589,0.145492933315038,0.0714966252339812,0.0268117199008929,0.0446849053330882
