ANO,CÓD.,SIGLA,LOCAL,POP_T,POP_H,POP_M,0-1_T,0-1_H,0-1_M,0-4_T,0-4_H,0-4_M,0-14_T,0-14_H,0-14_M,15-17_T,15-17_H,15-17_M,18-21_T,18-21_H,18-21_M,15-59_T,15-59_H,15-59_M,15-64_T,15-64_H,15-64_M,60+_T,60+_H,60+_M,65+_T,65+_H,65+_M,80+_T,80+_H,80+_M,P_H,P_M,P_0-1_T,P_0-1_H,P_0-1_M,P_0-4_T,P_0-4_H,P_0-4_M,P_0-14_T,P_0-14_H,P_0-14_M,P_15-17_T,P_15-17_H,P_15-17_M,P_18-21_T,P_18-21_H,P_18-21_M,P_15-59_T,P_15-59_H,P_15-59_M,P_15-64_T,P_15-64_H,P_15-64_M,P_60+_T,P_60+_H,P_60+_M,P_65+_T,P_65+_H,P_65+_M,P_80+_T,P_80+_H,P_80+_M
2056,15,PA,Pará,9138182,4543421,4594761,76046,38918,37128,388499,198879,189620,1235242,632694,602548,273170,140072,133098,376891,193229,183662,5209057,2650628,2558429,5827732,2952328,2875404,2693883,1260099,1433784,2075208,958399,1116809,549717,234683,315034,0.497190907338024,0.502809092661976,0.00832178654353787,0.00425883397813701,0.00406295256540086,0.0425138172997649,0.0217635192645539,0.0207502980352109,0.13517371398381,0.0692363098042915,0.0659374041795184,0.0298932544788449,0.015328212985909,0.0145650414929359,0.0412435427528145,0.0211452343584315,0.020098308394383,0.570032091722402,0.290060758255854,0.279971333466547,0.637734288942812,0.323076077933226,0.314658211009586,0.294794194293788,0.137893839277878,0.15690035501591,0.227091997073378,0.104878519600507,0.122213477472872,0.0601560572989244,0.0256815852431042,0.0344744720558203
2057,15,PA,Pará,9114075,4530143,4583932,75058,38413,36645,383363,196255,187108,1218704,624230,594474,269533,138208,131325,371781,190610,181171,5152780,2623677,2529103,5777981,2928921,2849060,2742591,1282236,1460355,2117390,976992,1140398,573010,244653,328357,0.497049124568319,0.502950875431681,0.00823539415683983,0.00421468991642048,0.00402070424041935,0.0420627436135867,0.0215331780789603,0.0205295655346264,0.133716696428327,0.0684907683994262,0.0652259280289004,0.0295732699149393,0.0151642377312015,0.0144090321837378,0.0407919618831313,0.0209138063928594,0.0198781554902719,0.565365108362615,0.287870902971503,0.277494205391112,0.633962415275275,0.321362398268612,0.312600017006663,0.300918195209058,0.14068745319739,0.160230742011669,0.232320888296399,0.107195957900281,0.125124930396118,0.0628708892564522,0.0268434262390862,0.036027463017366
2058,15,PA,Pará,9087556,4515709,4571847,74105,37926,36179,378315,193674,184641,1202513,615943,586570,265912,136351,129561,366776,188044,178732,5094516,2595529,2498987,5726089,2904500,2821589,2790527,1304237,1486290,2158954,995266,1163688,597715,255203,342512,0.496911270753105,0.503088729246895,0.00815455772707205,0.00417339931660394,0.00398115841046812,0.0416300048109745,0.021312000718345,0.0203180040926295,0.132325236840356,0.0677787295065912,0.064546507333765,0.0292611126687968,0.0150041441285204,0.0142569685402764,0.0403602464733092,0.0206924722114505,0.0196677742618587,0.560603533007114,0.285613535696506,0.274989997310608,0.630102196894302,0.319612886016878,0.310489310877424,0.307071230152529,0.143519005550007,0.163552224602522,0.237572566265341,0.109519655229635,0.128052911035706,0.0657729096800064,0.0280826880186488,0.0376902216613576
2059,15,PA,Pará,9058630,4500124,4558506,73138,37432,35706,373366,191144,182222,1186636,607817,578819,262320,134509,127811,361894,185542,176352,5034508,2566312,2468196,5672283,2879157,2793126,2837486,1325995,1511491,2199711,1013150,1186561,623560,266216,357344,0.496777548039825,0.503222451960175,0.00807384781142402,0.0041321921747549,0.00394165563666912,0.0412166078093487,0.0211007624773282,0.0201158453320204,0.130995084245631,0.0670981152779173,0.0638969689677137,0.0289580212460383,0.0148487133264081,0.0141093079196302,0.0399501911436939,0.0204823466683152,0.0194678444753787,0.555769249875533,0.283300234141366,0.272469015734167,0.626174487753667,0.317835809609179,0.308338678144488,0.313235665878836,0.146379198620542,0.166856467258294,0.242830428000702,0.111843623152728,0.130986804847974,0.0688360160421609,0.0293881083563409,0.03944790768582
2060,15,PA,Pará,9027271,4483374,4543897,72175,36940,35235,368522,188666,179856,1171030,599829,571201,258779,132692,126087,357140,183106,174034,4973156,2536232,2436924,5616508,2852796,2763712,2883085,1347313,1535772,2239733,1030749,1208984,650108,277499,372609,0.496647768744286,0.503352231255714,0.00799521804540929,0.00409204509314055,0.00390317295226874,0.0408231900870152,0.0208995608971969,0.0199236291898183,0.12972137426693,0.0664463269131945,0.0632750473537351,0.028666359966373,0.014699015904142,0.013967344062231,0.0395623439243156,0.0202836493996912,0.0192786945246243,0.550903589800284,0.280952239054306,0.269951350745978,0.622171196588648,0.31601975835222,0.306151438236428,0.319375035932786,0.149249202776786,0.170125833156,0.248107429144422,0.114181683478872,0.133925745665551,0.0720160057231028,0.0307400763752412,0.0412759293478616
2061,15,PA,Pará,8993496,4465477,4528019,71237,36461,34776,363780,186242,177538,1155696,591982,563714,255320,130917,124403,352449,180704,171745,4911457,2505679,2405778,5558719,2825313,2733406,2926343,1367816,1558527,2279081,1048182,1230899,676756,288790,387966,0.496522931683074,0.503477068316926,0.00792094642617287,0.00405415202275066,0.00386679440342221,0.0404492313111609,0.0207085209133356,0.0197407103978253,0.128503531885709,0.0658233461159042,0.0626801857698052,0.028389404965544,0.01455685308583,0.013832551879714,0.0391893208158429,0.0200927425775249,0.019096578238318,0.54611210145643,0.278610120024516,0.267501981431915,0.618082111783894,0.314150692900736,0.303931418883157,0.32538436665786,0.152089465542654,0.173294901115206,0.253414356330397,0.116548892666434,0.136865463663963,0.0752494914102369,0.0321109833150535,0.0431385080951835
2062,15,PA,Pará,8957343,4446459,4510884,70331,35998,34333,359116,183859,175257,1140645,584280,556365,251949,129185,122764,347795,178320,169475,4849481,2474722,2374759,5498984,2796676,2702308,2967217,1387457,1579760,2317714,1065503,1252211,702989,299869,403120,0.496403788489511,0.503596211510489,0.00785177032966137,0.00401882567185381,0.00383294465780757,0.0400917995436816,0.0205260644813981,0.0195657350622835,0.127341891451516,0.0652291644966593,0.062112726954857,0.0281276490137756,0.0144222455252635,0.0137054034885122,0.0388279202884159,0.0199076891439794,0.0189202311444365,0.541397264791579,0.27627857948501,0.265118685306569,0.613907941227661,0.312221604107379,0.301686337120282,0.331260843756904,0.154896044507841,0.176364799249063,0.258750167320823,0.118953019885473,0.13979714743535,0.0784818667767886,0.0334774497303497,0.0450044170464389
2063,15,PA,Pará,8918879,4426361,4492518,69476,35561,33915,354551,181526,173025,1125917,576741,549176,248632,127484,121148,343201,175965,167236,4787115,2443358,2343757,5437396,2766920,2670476,3005847,1406262,1599585,2355566,1082700,1272866,728686,310688,417998,0.496291181885078,0.503708818114922,0.00778976819844736,0.00398716026980521,0.00380260792864215,0.0397528658029782,0.0203530062466371,0.0193998595563411,0.126239743806368,0.0646651894257115,0.061574554380657,0.027877045983021,0.0142937245813067,0.0135833214017143,0.0384802843496363,0.0197294973953565,0.0187507869542798,0.536739538679693,0.273953486755454,0.262786051924238,0.609650158949348,0.31023181276481,0.299418346184537,0.337020717513939,0.157672505703912,0.179348211810027,0.264110097244284,0.121394179694556,0.142715917549728,0.0817015232519692,0.0348348710639532,0.046866652188016
2064,15,PA,Pará,8878148,4405213,4472935,68646,35137,33509,350125,179263,170862,1111540,569380,542160,245345,125800,119545,338678,173646,165032,4724226,2411600,2312626,5374144,2736146,2637998,3042382,1424233,1618149,2392464,1099687,1292777,753754,321206,432548,0.496186028888007,0.503813971111993,0.00773201798393088,0.003957694780488,0.00377432320344288,0.0394367158556041,0.0201914858819655,0.0192452299736386,0.125199534857946,0.0641327448021817,0.0610667900557639,0.0276347048956607,0.0141696218625776,0.013465083033083,0.0381473703749926,0.0195588088867183,0.0185885614882744,0.532118410281063,0.271633228011067,0.260485182269996,0.605322641613994,0.308188824966648,0.297133816647346,0.342682054860991,0.160420056074758,0.182261998786233,0.26947782352806,0.123864459119177,0.145613364408883,0.0848999138108534,0.0361793923687688,0.0487205214420845
2065,15,PA,Pará,8835186,4383035,4452151,67831,34721,33110,345840,177073,168767,1097491,562189,535302,242094,124134,117960,334264,171382,162882,4660845,2379515,2281330,5309628,2704553,2605075,3076850,1441331,1635519,2428067,1116293,1311774,777721,331214,446507,0.496088593946975,0.503911406053025,0.00767737091216869,0.00392985501380503,0.00374751589836366,0.0391434883204496,0.0200417965167909,0.0191016918036587,0.124218211138962,0.0636306920986157,0.0605875190403462,0.0274011209271655,0.0140499588803224,0.0133511620468432,0.0378332725536282,0.0193976674628016,0.0184356050908266,0.527532187777371,0.269322570005883,0.258209617771488,0.600963918586434,0.306111608742589,0.294852309843845,0.348249601083667,0.163135331842476,0.185114269241191,0.274817870274604,0.126346293105771,0.148471577168834,0.0880254247052637,0.0374880619378019,0.0505373627674618
2066,15,PA,Pará,8790056,4359869,4430187,67041,34317,32724,341703,174958,166745,1083754,555159,528595,238919,122504,116415,329941,169165,160776,4596179,2346991,2249188,5244851,2672535,2572316,3110123,1457719,1652404,2461451,1132175,1329276,800023,340457,459566,0.49600013924826,0.50399986075174,0.00762691386721541,0.00390407069078968,0.00372284317642572,0.0388738137732001,0.0199040825223412,0.0189697312508589,0.123293184935341,0.0631576181084626,0.060135566826878,0.027180600442136,0.0139366575138998,0.0132439429282362,0.0375357108077582,0.0192450423524037,0.0182906684553546,0.52288392701935,0.267005238646944,0.255878688372406,0.596680043904157,0.304040725110284,0.292639318793873,0.353822888045309,0.165837282492853,0.187985605552456,0.280026771160502,0.128801796029513,0.151224975130989,0.0910145509880711,0.0387320626853799,0.0522824883026911
2067,15,PA,Pará,8742830,4335752,4407078,66274,33925,32349,337705,172912,164793,1070310,548277,522033,235862,120932,114930,325670,166978,158692,4532093,2314762,2217331,5179901,2640175,2539726,3140427,1472713,1667714,2492619,1147300,1345319,820312,348783,471529,0.495920886028895,0.504079113971105,0.00758038301099301,0.00388032250426921,0.0037000605067238,0.0386265088077888,0.0197775777408459,0.0188489310669429,0.122421458497992,0.0627116162615537,0.0597098422364383,0.0269777634930566,0.013832134446169,0.0131456290468876,0.0372499522465838,0.019098850143489,0.0181511021030948,0.518378259671068,0.264761181448112,0.253617078222955,0.592474175981919,0.301981738178599,0.29049243780332,0.35920028183094,0.168448088319228,0.190752193511712,0.285104365520089,0.131227531588742,0.153876833931347,0.0938268272401499,0.0398936042448498,0.0539332229953002
2068,15,PA,Pará,8693572,4310728,4382844,65542,33551,31991,333828,170930,162898,1057169,541548,515621,232909,119418,113491,321461,164820,156641,4468772,2282887,2185885,5114669,2607467,2507202,3167631,1486293,1681338,2521734,1161713,1360021,838386,356120,482266,0.495852337796248,0.504147662203752,0.00753913351151863,0.00385928821892773,0.00367984529259089,0.0383994059058808,0.0196616534607409,0.0187377524451399,0.121603524995249,0.0622929217127321,0.0593106032825172,0.0267909439296068,0.013736356011085,0.0130545879185219,0.0369768606045938,0.0189588353325883,0.0180180252720056,0.514031746674439,0.262594822933542,0.251436923740897,0.588327674746353,0.299930454363293,0.28839722038306,0.364364728330311,0.170964593149973,0.193400135180338,0.290068800258398,0.133628961720223,0.156439838538175,0.096437459769126,0.0409635993122275,0.0554738604568985
2069,15,PA,Pará,8642386,4284848,4357538,64839,33192,31647,330077,169012,161065,1044388,535005,509383,229995,117922,112073,317325,162699,154626,4407966,2252256,2155710,5049010,2574408,2474602,3190032,1497587,1692445,2548988,1175435,1373553,854455,362575,491880,0.495794564140042,0.504205435859958,0.00750244203394757,0.00384060605485568,0.00366183597909188,0.0381928092542962,0.0195561734919037,0.0186366357623925,0.120844868535148,0.0619047795365771,0.0589400889985705,0.0266124424435567,0.0136446115690736,0.012967830874483,0.0367172908037202,0.0188257039201906,0.0178915868835296,0.510040398565859,0.260605809553056,0.249434589012803,0.584214822156752,0.297881626671153,0.286333195485599,0.369114732898993,0.173283975050409,0.195830757848585,0.294940309308101,0.136008157932312,0.158932151375789,0.0988679515124643,0.0419531134110418,0.0569148381014225
2070,15,PA,Pará,8589345,4258156,4331189,64150,32840,31310,326451,167158,159293,1031978,528651,503327,227075,116425,110650,313304,160635,152669,4351865,2223947,2127918,4982917,2541064,2441853,3205502,1505558,1699944,2574450,1188441,1386009,869020,368374,500646,0.495748628096787,0.504251371903213,0.00746855551849413,0.00382334159356738,0.00364521392492675,0.0380065068989545,0.0194610881272088,0.0185454187717457,0.120146297534911,0.0615473007545977,0.0585989967803133,0.0264368237624638,0.0135545841970488,0.0128822395654151,0.0364758896050863,0.018701658857573,0.0177742307475133,0.506658540319431,0.258919277313928,0.247739263005503,0.580127704731851,0.295839089010862,0.284288615720989,0.373195162145658,0.175282050028262,0.197913112117397,0.299725997733238,0.138362238331328,0.16136375940191,0.101174187321618,0.0428873214430204,0.0582868658785973
2000,16,AP,Amapá,500966,251595,249371,16410,8372,8038,79577,40545,39032,209039,105528,103511,34251,16945,17306,42525,20907,21618,269116,134998,134118,276147,138552,137595,22811,11069,11742,15780,7515,8265,4157,1735,2422,0.502219711517348,0.497780288482651,0.0327567140284969,0.0167117129705409,0.016045001057956,0.158847107388525,0.0809336362148329,0.0779134711736924,0.41727183082285,0.21064902608161,0.20662280474124,0.0683699093351645,0.0338246507747033,0.0345452585604612,0.0848860002475218,0.0417333711269827,0.0431526291205391,0.537194140919743,0.269475373578247,0.267718767341496,0.55122902552269,0.276569667402578,0.274659358120112,0.0455340282574067,0.0220953118574913,0.0234387163999154,0.0314991436544596,0.0150010180331599,0.0164981256212996,0.00829796832519572,0.00346330888722987,0.00483465943796585
2001,16,AP,Amapá,522673,262312,260361,16457,8399,8058,81204,41391,39813,215420,108828,106592,35474,17533,17941,44455,21837,22618,283639,142011,141628,291044,145771,145273,23614,11473,12141,16209,7713,8496,4111,1703,2408,0.501866367690698,0.498133632309302,0.0314862256133376,0.0160693205885898,0.0154169050247478,0.155362913332045,0.0791910047008359,0.0761719086312092,0.412150618072868,0.208214313729617,0.203936304343251,0.0678703510607971,0.033544874137367,0.0343254769234301,0.0850531785648006,0.0417794682334844,0.0432737103313161,0.542670082441603,0.271701427087299,0.270968655354304,0.556837640360225,0.278895217468666,0.277942422891559,0.0451792994855292,0.0219506268737815,0.0232286726117477,0.031011741566907,0.014756836492415,0.0162549050744921,0.00786533836643561,0.00325825133496469,0.00460708703147092
2002,16,AP,Amapá,543703,272689,271014,16454,8396,8058,82237,41930,40307,221161,111816,109345,36525,18053,18472,46253,22708,23545,298042,148956,149086,305860,152941,152919,24500,11917,12583,16682,7932,8750,4071,1676,2395,0.50154036302908,0.49845963697092,0.0302628457080428,0.015442254318994,0.0148205913890488,0.15125353363877,0.0771193096230847,0.074134224015685,0.406768033282877,0.205656396966726,0.201111636316151,0.0671782204622744,0.0332037895689375,0.033974430893337,0.0850703417122951,0.0417654491514669,0.0433048925608282,0.548170600493284,0.273965749683191,0.274204850810093,0.562549774417283,0.281295118842456,0.281254655574827,0.0450613662238391,0.0219182163791629,0.0231431498446762,0.0306821922998402,0.0145888472198976,0.0160933450799425,0.00748754375090812,0.00308256529759814,0.00440497845330999
2003,16,AP,Amapá,564107,282776,281331,16429,8393,8036,82704,42189,40515,226299,114511,111788,37424,18507,18917,47935,23535,24400,312324,155856,156468,320572,160081,160491,25484,12409,13075,17236,8184,9052,4050,1658,2392,0.501280785382915,0.498719214617085,0.0291239073438195,0.0148783830018064,0.0142455243420131,0.146610483472107,0.0747890027955689,0.0718214806765383,0.401163254488953,0.202995176447022,0.198168078041932,0.0663420237649949,0.0328076056492828,0.0335344181157121,0.0849750136055748,0.0417208082863712,0.0432542053192036,0.553660918939137,0.276288009189746,0.277372909749391,0.568282258507694,0.283777723020633,0.284504535487062,0.0451758265719092,0.0219975997461475,0.0231782268257618,0.0305544870033522,0.0145078859152608,0.0160466010880914,0.0071794889976547,0.00293915870570654,0.00424033029194816
